candidate_id,mean,std,min,max,count,source,search_mean_reward
gamma_g004,229.76236572000002,14.84274550122099,209.39849183333337,247.1657791333333,5,grille_gamma,230.07432008333333
broad_t068,228.08923738666667,41.727310609161044,155.2863513,256.0594016333334,5,recherche_large,228.20754929999998
broad_t078,189.52847232,31.576937917078236,156.45781270000003,236.43191513333332,5,recherche_large,224.1166536
broad_t089,178.805564,51.28271910171327,96.62366060000001,227.67202193333335,5,recherche_large,213.78037954999996
broad_t110,177.58952922666668,117.72596278063868,-23.7555577,266.82603889999996,5,recherche_large,224.21844055000003
