#{"t_start": 1784295639.0419235, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.028133
-136.493392,122,0.058964
-63.971389,112,0.08585
-83.039302,107,0.112327
-45.747765,70,0.129543
-71.839676,86,0.150888
-120.432122,104,0.175776
-221.964268,86,0.198494
-144.006323,87,0.223024
-337.997715,141,0.264261
-94.388122,78,0.283875
-69.191647,112,0.312172
-115.622867,54,0.325419
-40.600969,70,0.343848
-312.77192,103,0.37039
-121.911247,83,0.391076
-83.948529,127,0.423063
-329.920648,119,0.452964
-177.151359,65,0.469018
-240.220509,116,0.497928
17.444331,74,0.516604
-295.345559,84,0.856824
-264.741073,139,0.893661
-25.303286,101,0.919832
-168.818912,92,0.94375
-87.284628,73,0.962261
-435.101328,121,0.992838
-120.753064,75,1.011426
-128.822211,125,1.043691
-101.18968,72,1.06202
-121.551707,85,1.083447
-160.644137,111,1.111911
-167.813825,93,1.136175
-74.660669,80,1.156641
-236.37263,142,1.193663
-173.87312,76,1.21274
-126.128265,91,1.236125
-140.255629,106,1.262992
-79.024422,70,1.280345
-32.44811,65,1.297705
-83.894766,66,1.314496
-77.758615,56,1.32867
-89.330458,108,1.355704
-267.506601,132,1.712287
-181.033701,102,1.738956
-123.241771,127,1.771242
-71.931526,61,1.786208
-64.109795,69,1.803776
-129.140652,75,1.82222
-87.53036,68,1.838921
-52.584988,109,1.866889
-40.042229,111,1.896547
-175.345697,84,1.917269
-185.593341,114,1.946911
-239.273105,90,1.970168
-218.594615,68,1.986928
-79.149635,111,2.015537
-73.772572,58,2.030034
-105.87353,68,2.046863
-130.381339,70,2.064336
-174.732693,76,2.083478
-146.422338,91,2.107383
-55.36085,64,2.123371
-130.937402,94,2.14817
-131.853402,103,2.175296
-75.836682,66,2.192264
-233.713692,92,2.536438
-134.163544,89,2.559874
-310.984971,86,2.58164
-115.528349,90,2.604006
-165.840471,88,2.626322
-151.936436,92,2.649785
-312.544972,91,2.672496
-355.87653,113,2.701679
-380.686234,87,2.723552
-215.98553,107,2.751054
-109.138183,68,2.768263
-135.868491,95,2.791804
-120.862274,102,2.817624
-230.737591,115,2.846812
-138.095416,109,2.873423
-171.85835,62,2.88884
-130.779578,61,2.904436
-323.948439,125,2.937108
-99.792246,102,2.963459
-292.786141,86,2.984777
-217.325212,74,3.003686
-258.848101,92,3.027469
-115.504564,96,3.052102
-357.922168,122,3.405399
-92.694502,79,3.425458
-115.37242,83,3.446144
-133.759103,97,3.470349
-157.397412,83,3.490859
-120.818519,70,3.507484
-129.169487,64,3.523542
-101.98534,54,3.536557
-163.796166,64,3.552488
-112.258761,62,3.56778
-81.661387,122,3.5985
-15.094668,107,3.625666
-87.80167,79,3.645702
-206.043043,101,3.670757
-260.588431,110,3.699497
-128.503662,76,3.71871
-282.399485,98,3.743269
-78.326861,71,3.761269
-111.369574,72,3.779303
-67.837908,83,3.800264
-144.847372,109,3.828275
-65.959989,59,3.843144
-119.87008,84,3.864215
-139.375495,60,3.878893
-104.59306,61,4.218441
-156.969248,107,4.246309
-155.365489,87,4.267091
-40.665052,120,4.297166
-206.90429,90,4.320026
-95.700503,66,4.336758
-320.217617,98,4.361323
-260.513749,112,4.390079
-180.71643,80,4.41046
-96.796275,80,4.430328
-103.418152,64,4.446806
-111.081187,80,4.467057
-167.578022,87,4.488862
-99.31348,67,4.505216
-147.265687,109,4.532583
-81.726625,104,4.559127
-147.690313,78,4.578373
-73.789442,72,4.59681
-100.112389,62,4.611967
-102.755614,75,4.630211
-125.093446,81,4.650209
-356.84991,73,4.668253
-223.866173,67,4.685226
-97.420413,92,4.708456
-155.222547,108,5.057349
-330.232179,102,5.084706
-199.582963,73,5.103562
-122.824362,65,5.119962
-177.666081,110,5.147814
-113.501958,91,5.170918
-89.491225,84,5.192352
-336.437486,97,5.216662
-106.420164,102,5.242641
-113.425674,98,5.267717
-87.785129,95,5.292292
-205.019555,101,5.31814
-75.195243,58,5.332948
-127.73764,107,5.361162
-131.509763,104,5.388022
-94.718014,120,5.419595
-321.898223,79,5.440156
-88.184403,98,5.464944
-253.716728,80,5.48591
-27.49083,93,5.509675
-181.892197,97,5.534785
-113.235711,90,5.557669
-225.910357,94,5.900487
-173.681203,85,5.923013
-181.42716,86,5.944871
-285.573342,95,5.969263
-155.621749,98,5.993732
-95.774085,67,6.010576
-173.931982,85,6.032747
-95.328444,60,6.047242
-34.403669,89,6.069868
-91.388757,60,6.084527
-99.239604,72,6.102916
-127.063956,66,6.118948
-411.586298,84,6.140287
-47.347499,83,6.161852
-283.333187,101,6.187424
-99.23026,67,6.203979
-91.812297,97,6.22815
-126.709488,62,6.24387
-148.116806,73,6.262765
-195.536939,74,6.282211
-141.670811,95,6.306629
-10.911232,96,6.331193
-140.160347,92,6.354736
-177.448112,77,6.373853
-117.070196,79,6.393847
-141.204654,79,6.413501
-100.800892,86,6.756459
-66.854714,73,6.774992
-136.969769,96,6.798816
-81.91656,70,6.816488
-140.816148,93,6.840009
-133.515475,96,6.863904
-96.980527,87,6.886328
-117.713766,57,6.901242
4.097468,106,6.929399
-185.859684,112,6.958258
-135.352158,123,6.991554
-111.658435,66,7.008158
-97.154918,112,7.037025
-42.375627,108,7.065555
-136.622406,87,7.087159
-129.150836,98,7.111686
-254.339247,103,7.137141
-64.782287,70,7.155008
-98.691332,104,7.181773
-173.474583,76,7.201045
-108.854235,71,7.218995
-82.749445,100,7.243681
-143.936917,101,7.588541
-106.670064,76,7.607678
-96.323066,70,7.625676
-60.095403,72,7.644313
-279.538986,98,7.669457
-52.095074,114,7.698175
-142.161803,90,7.720321
-94.191225,93,7.74464
-163.398475,107,7.77169
-246.055858,113,7.801485
-94.865356,101,7.82767
-219.504999,103,7.854127
-186.241478,101,7.880244
-180.112636,122,7.9124
-201.492867,142,7.949797
-170.952582,95,7.97404
-76.27583,69,7.991067
-154.306413,94,8.015094
-72.987502,65,8.031776
-74.727824,109,8.059474
-87.532955,65,8.07521
