#{"t_start": 1784294926.8869693, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.031765
-136.493392,122,0.06294
-63.971389,112,0.089215
-83.039302,107,0.114656
-45.747765,70,0.131264
-71.839676,86,0.151476
-120.432122,104,0.175307
-221.964268,86,0.195109
-144.006323,87,0.216035
-337.997715,141,0.250933
-94.388122,78,0.56919
-69.50191,112,0.596591
-115.622867,54,0.609201
-40.600969,70,0.625926
-312.77192,103,0.651557
-121.911247,83,0.671467
-208.045034,125,0.702257
-414.196763,96,0.726328
-91.95272,74,0.743676
-212.450942,62,0.75811
-125.306619,96,0.781121
-123.815483,74,0.798232
-225.185084,129,1.128385
-246.959268,143,1.163977
-264.194564,100,1.188437
-74.639108,64,1.203521
-148.358985,69,1.219984
-305.746381,124,1.249468
-248.101556,85,1.269542
-74.031228,64,1.284786
-166.074206,89,1.306019
-124.532762,76,1.323825
-93.032656,114,1.655476
-260.928751,90,1.678341
-120.136005,99,1.702514
-117.074843,78,1.721542
-88.727729,68,1.737739
-89.536666,64,1.752781
-278.621866,70,1.769635
-190.58471,73,1.787778
-169.653267,82,1.806927
-346.638043,96,1.82956
-135.911744,103,1.854533
-53.152104,59,1.868349
-275.740941,95,1.890929
-402.140244,103,2.215092
-227.332973,69,2.232014
-99.321771,76,2.249634
-155.064086,74,2.2668
-373.960304,100,2.28997
-109.23091,85,2.310574
-61.7389,62,2.324989
-159.381082,115,2.351774
-306.503126,110,2.378668
-117.012831,92,2.400605
-158.757065,97,2.424813
-342.384747,116,2.76279
-99.895825,72,2.779776
-78.551138,64,2.794922
-200.117203,98,2.819048
-126.495052,67,2.834812
-187.740122,54,2.847587
-114.300697,94,2.870223
-119.804937,92,2.892226
-103.924098,99,2.915473
-233.259339,130,2.947537
-148.414603,115,2.974989
-119.017725,70,2.991481
-133.469335,80,3.309261
-56.242757,76,3.327523
-84.555448,74,3.344875
-103.553366,68,3.360795
-113.340588,67,3.376257
-100.574787,88,3.396796
-110.454532,59,3.410435
-66.81152,94,3.433236
-106.564093,80,3.452645
-75.992134,79,3.471211
-192.44116,75,3.489039
