#{"t_start": 1784296732.0786548, "env_id": "LunarLander-v3"}
r,l,t
-220.734063,89,0.026039
-280.178952,96,0.049663
-251.912006,136,0.083676
-95.069266,81,0.103863
-122.787446,68,0.120438
-123.703071,100,0.144867
-232.07403,77,0.163689
-276.250469,115,0.191896
-260.657581,107,0.217807
-127.215364,141,0.253712
-135.272579,97,0.277155
-193.401824,109,0.304785
-94.538649,93,0.32849
-172.957838,77,0.347305
-81.952214,62,0.362336
-210.562003,123,0.394063
-106.348178,110,0.421632
-346.926963,88,0.444278
-228.856239,96,0.468591
-375.273498,116,0.498331
-86.352906,64,0.514004
-339.204406,124,0.862745
-38.489879,115,0.892379
-105.783571,74,0.910458
-302.518542,81,0.932834
-214.989076,97,0.959427
-187.895948,108,0.986513
-187.977596,122,1.017729
-153.882699,127,1.05028
-158.930893,78,1.069742
-162.249586,119,1.099319
-60.529566,68,1.11633
-76.6763,64,1.131702
-93.099212,76,1.151016
-255.012689,104,1.177103
-186.077062,98,1.202508
-163.085417,78,1.221364
-306.239994,93,1.243681
-149.384578,79,1.262819
-91.706726,73,1.28035
-146.853238,117,1.309454
-97.945285,84,1.33039
-166.232046,99,1.666481
-28.093549,69,1.683934
-45.862413,89,1.706579
-67.532978,77,1.725437
-234.899849,95,1.749491
-97.281994,101,1.774582
-265.695511,103,1.800658
-116.786132,135,1.835013
-106.009824,74,1.853564
-168.354511,126,1.886067
-90.221734,125,1.91766
-198.108879,140,1.954885
-78.402734,92,1.977476
-72.282249,75,1.997172
29.386829,85,2.018765
-101.176605,113,2.048662
-55.354587,63,2.064227
-258.967589,145,2.102475
-71.669633,75,2.121168
-91.375043,129,2.153899
-139.943071,105,2.180188
-128.583609,102,2.51783
-94.678559,127,2.55017
-101.497717,93,2.573276
-144.484744,82,2.59381
-111.849517,146,2.631513
-297.123408,132,2.665403
-54.19158,93,2.689043
-153.839937,63,2.70514
-113.013242,71,2.723227
-180.102361,142,2.759986
-134.222341,166,2.808262
-94.351361,108,2.838171
-70.697435,88,2.861384
-77.550064,96,2.888337
-151.093207,94,2.914382
-83.132133,113,2.944995
-223.565919,138,2.981373
-117.083232,88,3.003512
-34.532354,96,3.027606
-44.810412,170,3.382619
-112.200888,100,3.407647
-248.909468,113,3.437739
-188.819187,114,3.467523
-10.291608,104,3.494184
-333.417168,129,3.527116
-59.299708,72,3.544949
-219.393336,193,3.597911
-90.515596,78,3.617641
-102.958781,137,3.653507
1.345256,86,3.675407
-25.555236,106,3.702564
-114.999835,122,3.734416
-54.436027,178,3.78214
-228.610485,117,3.811642
-22.986911,173,3.85683
-57.51577,79,4.187534
-148.201987,104,4.214765
-168.979726,277,4.297858
24.210398,1000,4.896614
-227.099623,74,4.916111
-73.188135,144,4.953603
-112.842162,132,4.987687
-191.628722,157,5.029432
-81.183512,91,5.052533
-224.885781,109,5.393089
-269.1514,199,5.449303
-177.69429,197,5.50493
-115.58171,129,5.539326
-293.152512,205,5.598517
-215.080117,198,5.656721
-237.715848,246,5.728336
-145.416448,102,5.754267
-378.541793,224,5.819838
-73.748798,200,5.877887
-66.466199,121,5.909741
-349.971852,217,6.28362
-28.355023,124,6.315732
-105.597661,100,6.342045
-225.714975,111,6.371272
-69.790158,183,6.422504
-24.319863,265,6.503367
-424.012316,202,6.557139
-143.442416,117,6.587247
-12.607937,123,6.619488
-176.191501,241,6.691524
-27.760608,210,6.751061
18.104346,156,6.793197
-314.336497,134,6.82777
8.130042,182,7.191054
-110.808801,188,7.241811
