#{"t_start": 1784295592.023747, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.028
-136.493392,122,0.05826
-63.971389,112,0.085045
-83.039302,107,0.111421
-45.747765,70,0.128496
-71.839676,86,0.149735
-120.432122,104,0.17418
-221.964268,86,0.196148
-144.006323,87,0.220129
-337.997715,141,0.263316
-94.388122,78,0.440184
-69.191647,112,0.46778
-125.637187,54,0.480581
-40.600969,70,0.497493
-154.899367,105,0.523103
-56.812205,98,0.547479
-62.040046,63,0.563088
-213.183287,113,0.591841
-215.418631,108,0.618026
-74.518102,80,0.637722
-388.533183,121,0.668164
-392.776286,87,0.847323
-195.039853,79,0.867576
-187.254499,95,0.89189
-133.555078,100,0.918152
-72.989588,113,0.947707
-209.732344,104,0.973729
-176.396804,81,0.992969
-138.579748,83,1.01282
-149.2723,117,1.041815
-75.876666,68,1.057893
-89.951788,67,1.073837
-153.514085,131,1.260835
-227.348024,96,1.285045
-194.517266,97,1.309082
-169.024165,89,1.330217
-87.737469,66,1.345896
-176.741411,78,1.365069
-275.544264,98,1.388824
-106.749157,72,1.405678
-218.045414,122,1.436338
-90.737928,69,1.452843
-351.258658,103,1.477063
-311.655741,108,1.659657
-77.994052,76,1.67839
-73.749404,68,1.694785
-56.752705,67,1.710356
-92.142142,102,1.734457
-358.486966,117,1.763308
-154.235294,83,1.783765
-141.496181,99,1.807025
-134.705991,76,1.825244
-97.602693,87,1.846167
-75.849016,86,1.867203
-93.289041,97,1.890856
-114.376373,95,2.070506
-116.003084,79,2.089312
-76.497232,70,2.106262
-126.449585,82,2.125766
-405.516408,111,2.152487
-341.175156,94,2.175066
-77.308047,62,2.189445
-247.463105,64,2.204989
-191.31987,64,2.219946
-228.664732,72,2.237137
-234.973126,95,2.260359
-135.129983,97,2.284284
-131.479821,70,2.458972
-164.95309,111,2.487685
-98.332041,73,2.506851
-287.535463,115,2.536083
-103.047485,77,2.554956
-110.291076,69,2.571211
-180.56574,63,2.586218
-139.221798,97,2.609878
-116.740946,98,2.634157
-234.553283,95,2.657284
-210.951068,81,2.677648
-145.057571,66,2.693168
-106.869182,130,2.878934
-137.143003,125,2.910476
-53.317677,70,2.926822
-74.667293,65,2.942334
-88.386874,91,2.9649
-40.450791,78,2.983679
-102.483303,71,3.000641
-98.557704,62,3.015409
-140.875509,114,3.043151
-91.929622,64,3.058437
-342.778041,99,3.082278
-464.691198,100,3.106659
-96.733537,67,3.276582
-61.900765,73,3.29474
-147.890163,113,3.322392
-172.123782,67,3.338044
-154.648878,117,3.366348
-160.315941,88,3.386974
-145.937216,75,3.405059
-239.754027,123,3.434793
-114.405603,94,3.457506
-247.514206,99,3.481487
-192.7107,87,3.502291
-124.647429,114,3.684763
-21.534396,97,3.70986
-85.816969,63,3.72698
-80.300188,83,3.749887
-53.77784,69,3.76871
-95.325312,97,3.795312
-137.410307,138,3.830158
-80.392786,115,3.859011
-85.458675,66,3.874933
-126.883911,107,3.901231
-137.24326,86,3.92174
-152.853212,86,4.096807
-170.789514,99,4.120795
-290.752826,81,4.139927
-104.803128,83,4.159503
-344.588489,117,4.188152
-316.384745,111,4.215208
-96.408713,61,4.229503
-253.37212,134,4.262543
-107.454335,62,4.277245
-239.561544,140,4.312303
-107.314188,92,4.488037
-319.161144,97,4.511884
-389.923496,157,4.551342
-119.791061,90,4.572578
-90.71692,109,4.599025
-143.800171,99,4.623153
-143.815759,121,4.653359
-317.824367,101,4.677439
-180.729987,82,4.697739
-89.468349,106,4.723276
-132.921513,102,4.90205
-205.268571,126,4.933591
-242.592552,135,4.967329
-358.929318,124,4.997494
-84.827991,89,5.019283
-123.045527,89,5.040414
-193.22194,101,5.064496
-113.582395,73,5.08166
-102.845276,93,5.104116
-67.007047,140,5.138933
-102.282422,97,5.315496
-197.928719,113,5.343528
-115.135558,114,5.371201
-198.738951,115,5.400263
11.949348,94,5.42372
-81.684422,131,5.456721
-257.237054,129,5.488919
-190.902,136,5.522225
-135.326252,94,5.544512
-113.282293,109,5.72595
-127.1508,91,5.748115
-222.653357,80,5.767769
-165.495512,118,5.796743
-21.790917,117,5.825329
-104.484646,91,5.846854
-145.927168,153,5.885476
-170.433196,104,5.911449
-174.459738,75,5.929428
-116.528092,87,5.950102
-127.01681,99,6.12831
-336.206374,136,6.162629
-23.646241,130,6.194629
-257.587185,112,6.222574
-237.380638,135,6.256019
-140.524118,100,6.280109
