#{"t_start": 1784626413.8665442, "env_id": "LunarLander-v3"}
r,l,t
-189.948698,124,0.531737
-90.515576,62,0.54716
-216.756288,110,0.575114
-128.758182,76,0.593445
-239.228222,66,0.609538
-361.575405,100,0.634262
-133.463459,72,0.652058
-215.473658,138,0.687565
-424.514309,96,0.711178
-227.15117,111,0.738273
-127.081649,88,0.760132
-72.012769,92,0.782988
-195.231268,78,0.802193
-145.333169,97,0.827388
-73.195485,60,0.842643
-132.192947,107,0.870635
-133.209898,82,0.890791
-100.46282,61,0.906245
-119.994562,68,0.923309
-211.664908,112,0.951657
-265.300162,115,0.981872
-62.609387,66,0.998579
-93.87779,82,4.574012
-287.180946,106,4.601261
-143.801606,96,4.624972
-166.197029,95,4.648626
-184.090829,72,4.666635
-113.571997,120,4.697458
-170.119064,60,4.712307
-360.771167,122,4.744032
-226.373405,107,4.77076
-84.089862,64,4.786261
-80.85907,61,4.801056
-295.422289,90,4.823719
-342.453253,94,4.847135
-467.675066,133,4.88095
-294.190305,99,4.906388
-169.264203,67,4.922863
-210.929704,123,4.954077
-90.976585,125,4.985752
-333.361536,92,5.00894
-218.491978,93,5.032297
-190.253226,135,5.067114
-76.949882,123,5.418115
-126.229224,113,5.446828
-408.295958,104,5.47274
-119.141438,98,5.49771
-73.16891,112,5.525227
-82.541036,59,5.539815
-245.067305,66,5.555847
-119.910042,119,5.585877
-108.671904,129,5.618137
-62.511346,67,5.634547
-297.77473,75,5.652843
-125.046344,79,5.672651
-127.640371,99,5.696378
-144.695103,85,5.717628
-109.999187,83,5.738471
-122.251067,84,5.760129
-84.139262,70,5.777065
-109.092417,111,5.804288
17.240498,81,5.824174
-121.382925,97,5.847911
-144.836656,113,5.876121
-175.246907,100,5.901301
-95.128929,73,6.239742
-186.818844,107,6.267607
-95.976367,78,6.287147
-208.099134,87,6.309331
-106.792027,94,6.332958
-60.976538,68,6.351027
-120.692884,73,6.369169
-83.281727,72,6.387172
-131.715556,101,6.412767
-126.700114,122,6.444693
-109.168752,109,6.472906
-177.41821,121,6.504483
-70.812146,77,6.52484
-60.871551,111,6.55359
-197.886564,84,6.574768
-68.459554,112,6.602455
-436.519436,133,6.636956
-116.423969,79,6.657003
-113.67379,85,6.678717
-104.272614,97,6.703921
-83.839573,72,6.721778
-92.865012,100,6.747912
-89.212168,132,7.116223
-33.304867,103,7.142861
-86.416419,82,7.163873
-126.270346,131,7.19783
-283.567787,90,7.221945
-133.371877,81,7.242819
5.594632,109,7.271415
-221.236389,101,7.297142
-58.505887,70,7.315092
-106.812201,131,7.348484
-84.219382,101,7.374001
-183.663491,119,7.40494
-129.153315,90,7.427551
-73.173068,95,7.451601
-90.991727,79,7.471429
-140.770536,117,7.500957
-96.617402,85,7.522703
-109.675161,78,7.542388
-84.737084,63,7.558053
-28.993651,77,7.578065
-117.025548,127,7.610933
-150.706782,134,7.968655
-335.334403,121,7.999807
-156.808833,101,8.026003
-59.956373,84,8.047177
-82.603236,84,8.068806
-61.141444,117,8.099191
-54.147284,68,8.116391
-83.336104,96,8.140384
-349.476073,118,8.170467
-227.042595,101,8.196336
-132.360427,97,8.221141
-142.734078,106,8.248202
-192.382017,127,8.281932
-70.862293,77,8.301307
-72.800843,75,8.320517
23.795346,143,8.359385
-77.869505,76,8.37894
-59.481186,104,8.404864
-95.308959,73,8.423984
-3.671991,75,8.442811
-123.122907,105,8.469638
-63.088504,116,8.823944
-193.516364,101,8.849717
-233.108528,107,8.877466
-141.738945,111,8.905881
-87.944215,83,8.926886
-105.418755,105,8.953583
-94.097962,103,8.979534
-119.254021,107,9.006841
-59.820169,64,9.022914
-26.83508,97,9.047492
-50.056021,76,9.066305
-37.556888,82,9.087976
-58.642789,115,9.117608
-88.203254,103,9.144251
-63.601963,79,9.164556
-176.456042,105,9.19083
-79.686234,127,9.223715
-316.506124,124,9.25601
-58.425993,79,9.276156
-77.986211,130,9.309989
-73.462155,62,9.646564
-97.884,100,9.672328
-64.535926,99,9.69785
-70.636785,74,9.716042
-73.399425,96,9.740304
-100.847372,74,9.758835
-37.859111,95,9.783652
-222.519578,87,9.80595
-78.85513,91,9.828487
-56.503422,116,9.858388
-27.844458,84,9.88017
-41.697722,84,9.902075
-85.102714,102,9.927691
-46.205935,76,9.94725
-61.320637,78,9.967643
-51.459879,77,9.987042
-141.767589,130,10.020311
-73.148139,69,10.037637
-58.405421,58,10.051485
-64.74765,98,10.078983
-89.477489,106,10.105569
-54.039694,104,10.131846
-37.055516,81,10.151733
-74.338112,67,10.493145
-121.252069,116,10.52331
