#{"t_start": 1784295081.1368926, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.027674
-136.493392,122,0.05794
-63.971389,112,0.085085
-83.039302,107,0.111661
-45.747765,70,0.12856
-71.839676,86,0.150147
-120.432122,104,0.174681
-221.964268,86,0.195306
-144.006323,87,0.217738
-337.997715,141,0.254389
-94.388122,78,0.273186
-69.191647,112,0.301
-115.622867,54,0.313636
-40.600969,70,0.33074
-312.77192,103,0.356465
-121.911247,83,0.376298
-83.948529,127,0.408052
-329.920648,119,0.437151
-177.151359,65,0.452614
-240.220509,116,0.480975
17.444331,74,0.498996
-295.345559,84,0.829674
-264.741073,139,0.865188
-26.729253,101,0.890517
-170.091046,94,0.913428
-157.331331,87,0.935179
-212.440797,127,0.96672
-135.707135,86,0.987646
-89.271148,78,1.006952
-218.413106,112,1.034955
-369.769564,95,1.057838
-493.0506,129,1.090604
-359.148525,110,1.118156
-80.541662,75,1.13636
-120.164765,94,1.159836
-288.901818,111,1.18723
-98.55251,69,1.20428
-114.900144,99,1.228154
-202.903226,128,1.259977
-131.522118,70,1.276928
-98.137417,65,1.29259
-186.209831,94,1.315462
-503.552817,134,1.660846
-423.809289,79,1.680844
-303.840448,124,1.711606
-93.669643,69,1.728117
-404.791542,136,1.763696
-158.423528,85,1.784864
-136.199365,85,1.804853
-87.573473,67,1.820944
-41.216862,84,1.841428
-25.07795,103,1.867943
-161.653822,98,1.891967
-235.77066,69,1.908993
-108.97731,82,1.929047
-172.907008,124,1.960571
-155.285942,117,1.989911
-99.991622,121,2.02058
-110.728886,102,2.04548
-125.501266,86,2.066247
-424.259787,86,2.087269
-182.150329,91,2.109751
-141.67029,87,2.131568
-126.421421,72,2.46181
-131.810526,69,2.479568
-341.108001,139,2.515412
-99.526721,67,2.532034
-286.753011,95,2.555229
-160.823999,121,2.585202
-119.968449,117,2.614417
-88.830963,84,2.634721
-396.936854,125,2.665935
-286.19047,88,2.687974
-373.691779,87,2.709298
-68.036915,63,2.724617
-397.960462,103,2.749941
-106.730531,95,2.772799
-222.350905,68,2.789647
-200.706569,99,2.814856
-101.020119,61,2.8301
-160.511311,91,2.852171
-193.318866,89,2.874639
-119.471397,129,2.90667
-257.975933,126,2.939279
-121.352218,80,2.958995
-165.387988,96,3.297768
-108.838392,97,3.322567
-97.665896,90,3.344555
-250.174422,71,3.362142
-66.203606,77,3.380861
-102.956265,64,3.396168
-97.644991,92,3.418135
-177.504266,88,3.440065
-89.296122,93,3.462718
-219.902845,82,3.482867
-133.151115,86,3.503924
-274.215483,104,3.529766
-76.009325,74,3.548244
