#{"t_start": 1784294985.9827108, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.027086
-136.493392,122,0.056585
-63.971389,112,0.082718
-83.039302,107,0.108064
-45.747765,70,0.124548
-71.839676,86,0.144756
-120.432122,104,0.168426
-221.964268,86,0.188156
-144.006323,87,0.209129
-337.997715,141,0.243972
-94.388122,78,0.311188
-69.191647,112,0.338052
-125.637187,54,0.350481
-33.614908,72,0.367468
-73.890192,68,0.383296
-114.19215,75,0.400392
-344.275192,119,0.429259
-100.759043,108,0.4554
-211.098545,78,0.473632
-122.516316,72,0.490149
-333.056547,112,0.518204
-225.102666,125,0.597593
-321.406359,89,0.619672
-255.107317,104,0.644568
-283.18752,102,0.668591
-138.567178,62,0.68292
-163.051678,120,0.711972
5.639669,129,0.742888
-141.419967,96,0.765632
-94.548455,98,0.788552
-124.754043,66,0.803872
-271.633362,94,0.826678
-95.145418,83,0.89592
-98.702653,68,0.912571
-291.916573,98,0.936194
-458.674189,94,0.958148
-199.962579,63,0.972612
-138.592946,56,0.985479
-95.483507,72,1.002419
-117.455903,77,1.020325
-128.065711,112,1.046592
-390.127126,108,1.072152
-71.846412,73,1.089266
-131.013803,91,1.110271
-113.739417,80,1.178482
-288.387925,109,1.205696
-262.453876,126,1.235715
-51.812359,75,1.253004
2.6725,102,1.277033
-346.574422,97,1.299536
-383.822363,100,1.322611
-99.583036,113,1.348942
-229.699406,127,1.38001
-118.450999,92,1.4022
-285.887734,114,1.479633
-138.070015,122,1.508987
-76.694018,68,1.525116
-72.817609,62,1.539593
-318.76356,111,1.566288
-91.45928,64,1.581253
-270.4645,99,1.604527
-58.471568,77,1.622485
-145.037235,113,1.649209
-386.763673,97,1.672348
-189.499435,68,1.68832
-323.435602,76,1.705979
-151.297229,108,1.782585
-280.246868,150,1.819987
-147.510379,90,1.841203
-116.430073,87,1.861504
-453.698646,112,1.887974
-90.593197,82,1.907872
-315.364374,90,1.929729
-342.527821,110,1.955867
-96.672991,122,1.985784
-186.625722,84,2.054736
-115.564262,91,2.077018
-363.6229,91,2.098381
-194.422098,97,2.121341
-300.645608,149,2.158307
-83.688194,63,2.172797
-109.223924,82,2.192023
-177.034451,69,2.208323
-374.027109,137,2.241663
-82.538443,88,2.26255
-535.133215,124,2.292813
-225.517705,115,2.369762
-88.433018,106,2.39529
-179.754373,87,2.415581
-96.347796,89,2.436527
-148.176292,108,2.461623
-178.394947,103,2.485851
-121.576208,84,2.505453
-121.442624,103,2.529833
-9.075485,121,2.559195
-127.23136,77,2.577091
-74.91271,68,2.64296
-34.301575,67,2.659036
-147.698689,91,2.681244
-82.770786,68,2.697053
-59.639421,128,2.728503
-152.569191,65,2.743499
-97.354329,73,2.761151
-257.029112,88,2.78192
-348.796749,118,2.810047
-77.035621,63,2.826221
-56.464353,72,2.843951
-85.746944,80,2.863152
-257.409618,86,2.883516
-95.140639,63,2.947338
-85.729145,76,2.965518
-103.134146,73,2.982185
-339.786215,156,3.020017
-70.091633,65,3.035334
-102.073541,90,3.056935
-155.801998,68,3.072494
-412.57208,130,3.103636
-124.823386,93,3.126081
-168.354982,176,3.17131
-98.292236,90,3.241646
-536.190018,117,3.269891
-124.429009,76,3.287894
-67.40193,124,3.317362
-147.135799,84,3.336926
-143.261667,69,3.353646
-295.762243,99,3.377016
-220.543163,94,3.39961
-122.293602,102,3.42383
-136.363766,90,3.446335
-351.028767,134,3.527688
-28.018114,105,3.553936
-217.105506,68,3.570128
-219.320778,137,3.604273
-110.533775,73,3.621245
-318.410385,115,3.64868
-102.049716,104,3.673711
13.49274,89,3.694756
-408.418765,87,3.714779
-96.387188,80,3.733769
-305.854431,94,3.756766
-264.521008,137,3.83893
-125.880861,96,3.862412
-120.902854,95,3.88499
-170.987091,69,3.901411
-144.140983,149,3.939236
-97.788073,67,3.955168
-100.443144,161,3.997283
-204.268509,119,4.026358
-109.687143,116,4.054452
-155.493362,91,4.125232
-208.271942,122,4.155999
-269.929347,120,4.184966
-384.619637,88,4.20629
-37.997716,125,4.236704
-325.053373,99,4.260005
-80.318081,98,4.283009
-220.154901,85,4.302988
-226.886454,132,4.335175
-89.57364,94,4.358073
-390.071166,89,4.428408
-92.212705,69,4.444968
-89.119321,83,4.465099
-218.425685,81,4.484
-166.672024,81,4.502849
-473.047384,132,4.535827
-197.772621,107,4.562261
-128.799754,85,4.582537
-113.044096,93,4.604556
-84.718365,85,4.624901
-225.680742,141,4.660229
-240.852069,99,4.733251
-270.326029,103,4.758451
-101.900463,82,4.778146
-298.248663,115,4.806408
-132.631748,102,4.830618
-208.327893,80,4.849924
-115.057394,92,4.87141
-399.588128,86,4.892434
-244.741557,115,4.920316
-86.063117,137,4.954259
-186.127212,106,5.029114
-99.241261,83,5.048912
-130.00335,114,5.076515
-115.612778,131,5.10897
-350.427921,132,5.140986
-238.0746,103,5.165625
-89.359675,102,5.190483
-424.096326,101,5.214405
-91.033946,108,5.239999
-78.313558,58,5.253718
-24.351627,81,5.322975
-114.598333,101,5.349264
-148.754943,72,5.366586
-55.515107,75,5.384952
-312.095453,118,5.413404
-156.07453,122,5.443368
-262.474311,92,5.465312
-282.748302,101,5.489682
-316.899859,127,5.520516
-94.510121,78,5.539323
-430.9212,112,5.616152
30.349999,118,5.64575
-366.49454,90,5.667365
-211.939241,123,5.697639
-218.131734,129,5.729581
