#{"t_start": 1784295873.4041698, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.033527
-136.493392,122,0.065733
-63.971389,112,0.093095
-83.039302,107,0.119709
-45.747765,70,0.137018
-71.839676,86,0.158405
-120.432122,104,0.183605
-221.964268,86,0.204422
-144.006323,87,0.22646
-337.997715,141,0.263309
-94.388122,78,0.28314
-69.191647,112,0.311644
-115.622867,54,0.324988
-40.600969,70,0.342665
-312.77192,103,0.368886
-121.911247,83,0.389256
-83.948529,127,0.421996
-329.920648,119,0.452258
-177.151359,65,0.468435
-240.220509,116,0.497931
17.444331,74,0.516852
-295.345559,84,0.844943
-115.548178,149,0.884541
-184.273028,79,0.904208
2.776293,78,0.924245
-33.901577,64,0.940757
-218.473644,64,0.956789
-89.966747,87,0.978042
-110.578561,83,0.998957
-79.479277,76,1.017785
-268.258108,88,1.040372
-62.969339,76,1.059088
-95.431684,72,1.077511
-195.315476,80,1.097695
-156.484694,87,1.119673
-171.986692,89,1.142676
-476.617591,124,1.174201
-87.771682,74,1.192384
-84.94124,65,1.209076
-336.015786,93,1.233088
-193.589801,105,1.260185
-488.663136,99,1.286043
-102.643092,70,1.303344
-261.957723,108,1.330618
-56.264822,105,1.663025
-95.198196,99,1.690004
-50.759904,75,1.709762
-222.239973,92,1.733371
-115.523117,71,1.751977
-306.080921,106,1.779949
-101.549671,71,1.79832
-89.893116,71,1.816221
-98.519155,88,1.838597
-139.442957,65,1.855148
-85.201726,118,1.88622
-79.314047,151,1.927113
-309.087009,92,1.951792
-387.750124,115,1.981496
-80.934294,77,2.001105
-292.660822,92,2.025048
-357.577174,117,2.056529
-169.016877,134,2.091834
-109.153814,67,2.108724
-268.62109,123,2.141119
-149.356615,104,2.167912
16.394053,87,2.190284
-60.538316,66,2.502087
-79.571692,81,2.522566
-103.55617,71,2.540176
2.641242,85,2.561582
-79.293085,74,2.579949
-98.982435,72,2.597624
-311.63069,87,2.619264
-260.520171,88,2.641948
-391.503394,125,2.67384
-262.428954,129,2.707314
-64.552162,111,2.735242
-133.755284,91,2.758548
-87.392923,89,2.7808
-247.398217,105,2.806818
-289.875984,111,2.834731
-117.352573,93,2.858295
-362.840785,89,2.880389
-191.277316,78,2.900101
-97.845699,75,2.918218
-231.548636,108,2.944907
-70.05466,128,2.977862
-117.51139,132,3.312771
-205.268116,87,3.335157
-28.766961,109,3.362938
-59.927996,75,3.381262
-93.997348,95,3.405056
-41.605027,66,3.421223
21.615489,131,3.454113
-139.98654,95,3.477495
-39.447734,79,3.497137
-93.006444,104,3.522662
-155.203199,120,3.552213
