#{"t_start": 1784294674.3499115, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.028095
-136.493392,122,0.058131
-63.971389,112,0.084702
-83.039302,107,0.110224
-45.747765,70,0.127332
-71.839676,86,0.148588
-120.432122,104,0.173407
-221.964268,86,0.193745
-144.006323,87,0.215266
-337.997715,141,0.251296
-94.388122,78,0.270564
-69.191647,112,0.297707
-115.622867,54,0.310391
-40.600969,70,0.327158
-312.77192,103,0.352645
-121.911247,83,0.373363
-83.948529,127,0.404753
-329.920648,119,0.43399
-177.151359,65,0.449547
-240.220509,116,0.478125
17.444331,74,0.496161
-295.345559,84,0.813284
-154.732935,164,0.856276
-84.237086,73,0.874167
-115.385137,84,0.895436
-220.191807,96,0.91893
-495.147793,101,0.943141
-276.353558,104,0.968409
-295.946604,106,0.994232
-226.81699,92,1.016835
-384.400114,111,1.043886
-253.09678,99,1.068559
-219.05972,110,1.096139
-66.894836,94,1.119635
-117.999549,70,1.137026
-112.351318,98,1.160961
-322.154216,119,1.190734
-64.79826,71,1.208477
-95.297567,62,1.223811
-105.75754,116,1.252568
-126.483499,119,1.282039
-176.931134,66,1.29762
-217.95422,164,1.636921
-225.936344,102,1.661849
-289.606564,107,1.689037
-69.749159,144,1.7255
-137.831778,79,1.744939
-89.419272,79,1.763707
-84.528694,72,1.781492
-122.569191,96,1.804711
-395.804769,122,1.835835
-77.908594,145,1.872567
-243.46702,133,1.906556
42.754547,83,1.927672
-442.155315,102,1.953091
-129.873053,91,1.975137
-151.909008,94,1.9986
-497.979369,106,2.02568
-140.367141,107,2.052925
-76.91805,70,2.070538
-167.506336,111,2.098118
-271.69784,95,2.417386
-103.177804,79,2.437258
-93.881705,104,2.464248
-277.900345,96,2.488945
-76.836388,118,2.518421
-68.36661,68,2.534842
-205.110085,71,2.552229
-72.891784,67,2.568865
-281.842032,138,2.604687
-54.161304,99,2.629982
-89.780397,137,2.665828
-284.449399,135,2.700455
-306.806736,103,2.726431
-148.758129,102,2.752167
-247.876916,127,2.785355
-283.762246,130,2.819082
-144.959607,68,2.836114
-339.571139,75,2.855037
-329.224772,100,2.880109
-121.893593,116,2.910046
-311.360697,92,2.934071
-173.047279,101,3.261291
-85.857417,128,3.294172
-240.876251,94,3.317572
-160.00368,97,3.341629
-262.43469,119,3.371996
-461.547076,95,3.396064
-113.112306,98,3.419756
-9.466233,81,3.439644
-60.549086,68,3.456881
-104.337112,97,3.481276
-336.127858,106,3.508584
-528.943815,92,3.531354
-283.608615,83,3.552394
-205.170134,97,3.577355
-196.378033,139,3.612763
-493.726505,151,3.652946
-303.33565,119,3.68295
-144.658868,95,3.707442
-56.877544,104,3.73549
-173.988242,110,4.063333
-46.884326,72,4.081605
-57.899319,75,4.099543
-184.36045,144,4.135386
-317.84501,139,4.170507
-384.899378,89,4.192089
-45.337251,98,4.216305
-58.348744,82,4.236209
-54.426575,84,4.256816
-285.914681,158,4.298478
-380.261267,81,4.318281
-160.126397,108,4.345489
-138.051549,117,4.374765
-79.814337,80,4.39462
-90.691979,80,4.413473
-56.670596,81,4.433373
-112.444596,110,4.46098
-165.909477,112,4.48905
-327.06751,111,4.517201
-70.361588,134,4.551349
-242.330014,71,4.56893
-26.774607,110,4.898466
-184.526848,89,4.92129
-227.667408,114,4.950941
-462.027738,140,4.987184
-324.657858,144,5.024942
-166.753386,71,5.042648
-156.48043,141,5.077957
-62.594196,84,5.099228
-59.854665,70,5.116737
-227.49499,99,5.142006
-113.700397,130,5.177308
-158.036644,126,5.209698
-72.391267,79,5.229501
-74.971014,88,5.251665
-81.194802,85,5.272487
-94.54504,78,5.291955
-98.969361,59,5.306927
-109.808443,143,5.343711
-77.35677,88,5.36584
-88.5191,77,5.38464
-122.525243,79,5.707539
-271.807091,140,5.744797
-108.203816,138,5.781518
-277.254285,116,5.811149
-112.606829,78,5.831083
-102.896646,92,5.853882
-347.640017,166,5.898104
-269.268809,93,5.922462
-22.468387,117,5.952536
-60.843229,66,5.969491
-259.462524,104,5.995967
-126.2336,123,6.026567
-31.276228,94,6.049674
-339.424169,142,6.086872
-131.292077,142,6.123246
-98.771524,83,6.143235
-67.900511,89,6.165426
-155.081025,132,6.199624
-198.932278,131,6.534037
-265.788622,127,6.566442
-106.032158,124,6.598024
1.979834,107,6.626473
-93.432631,158,6.668316
-40.511364,82,6.688741
-71.578167,100,6.714287
-11.309014,170,6.75982
-33.166769,146,6.798332
-78.954039,79,6.818688
-99.945434,142,6.855361
-6.420294,100,6.880976
-243.084229,122,6.91188
-104.326507,116,6.941612
-112.295591,75,6.960189
-246.451921,121,6.991733
-36.1959,132,7.024849
-26.788224,100,7.050753
-138.441074,133,7.388317
-51.568999,101,7.414623
-281.488086,138,7.449974
-68.2821,133,7.484618
-290.565162,149,7.522702
-56.850213,109,7.549659
-241.528317,119,7.579854
-255.520509,207,7.638977
-342.449247,113,7.6673
-100.098314,107,7.694782
-363.692469,184,7.744701
-109.094561,79,7.764149
-101.818377,153,7.8049
-81.291889,98,7.830005
-100.587882,143,7.867696
-84.00108,128,8.20195
-42.094492,130,8.237082
-115.115013,144,8.274396
-170.082491,180,8.322965
-23.090604,166,8.369743
-74.119844,149,8.408822
-107.679043,101,8.435543
-104.666819,163,8.478837
-104.014891,101,8.50403
-102.325051,181,8.553015
-241.295585,204,8.609289
-258.952655,90,8.632627
-40.107828,95,8.658636
-2.392727,143,8.696661
-180.846622,112,8.72644
-166.423244,123,9.061136
-59.19157,152,9.103668
-62.935771,203,9.161832
-339.618776,122,9.193596
-300.097404,137,9.229963
-89.957459,150,9.270015
-116.629956,142,9.307333
-469.522147,119,9.338661
-66.604277,83,9.359564
-108.433166,272,9.444018
-171.75106,106,9.471925
-24.370597,120,9.50288
-310.60474,178,9.551111
-68.301514,171,9.600164
63.89992,1000,10.542336
-113.985098,161,10.586513
-241.870509,181,10.63783
-44.486402,219,10.701346
-58.435414,136,10.737468
-260.144503,230,10.804623
-44.005444,139,10.842797
-59.399537,142,11.186496
-10.362311,111,11.215615
-55.146728,141,11.254533
-46.745616,164,11.298331
-36.777768,107,11.326446
-241.502532,172,11.371778
-1.063713,112,11.400877
-170.358761,148,11.440175
-118.390037,160,11.482888
-313.707308,194,11.538322
-145.179387,124,11.570652
-17.990622,169,11.61551
-112.1267,168,11.660636
-30.64392,112,11.690068
-197.253741,190,12.046178
-90.046916,150,12.085505
24.014655,100,12.111443
-46.455586,160,12.156249
-40.029171,156,12.198149
-1.026925,99,12.223636
36.161981,128,12.257172
30.664731,114,12.286664
-13.023588,141,12.325223
-298.094312,116,12.35585
-1.687386,143,12.394111
-40.086049,124,12.426294
-105.436512,176,12.473413
-55.812461,169,12.519516
-201.665998,152,12.863192
-24.438911,174,12.911506
-222.994865,124,12.944259
-21.695056,178,12.994666
32.984228,181,13.043808
-1.681584,124,13.077065
-58.313212,90,13.100431
-21.807501,162,13.144926
-122.698774,117,13.175667
37.911733,125,13.209387
-42.595187,114,13.239012
-364.183414,184,13.288638
0.465228,129,13.323154
-56.341154,141,13.360431
-36.252345,149,13.400463
-89.104226,116,13.734566
-96.049672,128,13.768872
-100.995878,122,13.801575
2.517038,99,13.82775
-28.286545,204,13.885716
-6.466966,203,13.942431
-73.632616,79,13.962411
8.321255,143,14.001975
-100.810908,115,14.031864
-94.395204,166,14.076945
-9.896494,107,14.104938
16.760018,126,14.138709
32.099843,163,14.185505
1.754217,192,14.240151
12.810408,142,14.582148
-11.406069,106,14.610169
5.190999,98,14.636102
-11.969832,144,14.673661
-201.531378,209,14.7337
-49.35019,196,14.791082
-218.747677,231,14.860861
18.64524,1000,15.406759
7.190695,122,15.753631
-49.516928,194,15.809952
-186.038342,189,15.865771
-54.446773,160,15.910317
-193.355379,176,15.960361
-82.13813,204,16.019902
33.849833,153,16.062368
-98.541817,170,16.108353
-104.447315,192,16.166517
-71.065809,128,16.200095
11.99418,120,16.232388
-141.363118,119,16.263552
-121.346529,306,16.683275
-54.992979,196,16.74058
-57.516114,95,16.765129
16.688111,225,16.831258
-245.520879,275,16.916411
-114.119868,138,16.953685
-23.309384,137,16.991126
-91.44605,161,17.034284
-37.444874,237,17.107588
-89.150657,122,17.13991
9.6734,352,17.565455
-212.769093,258,17.645088
-118.477211,365,17.777407
-56.202331,305,17.888333
-103.347953,259,17.971844
-114.518891,284,18.069059
-111.781576,225,18.138257
-50.082982,247,18.212928
-30.359273,221,18.587295
-164.417978,275,18.684201
-95.22439,223,18.751895
-16.826497,276,18.842396
79.018921,1000,19.478225
58.838756,1000,20.529824
-9.247742,161,20.576402
12.788095,175,20.627038
-134.548933,347,20.75552
85.68446,1000,21.586743
23.484579,186,21.64143
-56.580427,221,21.712158
-89.853762,202,21.77245
94.476329,1000,22.803032
-65.984079,442,22.990107
-131.862599,253,23.069224
-171.19764,250,23.155307
-142.026936,232,23.226247
-223.706597,416,23.398461
-52.529736,306,23.501442
-150.317545,362,23.954085
25.494515,1000,24.443379
-188.879569,338,24.568716
-216.793,400,24.738544
-140.106441,224,25.116436
-75.447214,577,25.437867
-190.738578,577,25.664984
-249.796131,733,26.408849
-2.60511,454,26.573746
-108.615062,464,26.763668
13.309263,316,26.885836
60.532012,1000,27.836798
76.283321,1000,28.936797
26.110822,1000,29.912696
-285.398323,372,30.069374
-247.595403,476,30.318854
-216.25153,324,30.43651
-299.270975,672,30.896034
-64.820092,626,31.577857
-210.450998,931,32.421524
-72.456268,456,32.62591
-184.886287,1000,33.530369
-175.251499,316,33.630192
-167.794437,257,33.71325
-127.302986,289,33.812302
-211.643096,535,34.336938
-142.851709,355,34.497066
-93.332155,250,34.574348
-114.097048,185,34.629992
-122.292359,630,34.936741
-220.949594,715,35.611839
-107.529186,287,35.70765
-214.862984,587,35.993656
-137.9497,341,36.114939
-240.234086,739,36.998657
-83.576831,200,37.060464
-209.898921,739,37.534102
-242.098719,863,38.341173
-205.147378,536,38.60643
-138.11189,441,38.826852
-237.453824,619,39.174655
-285.054184,938,39.928349
-266.359478,953,40.608174
-243.388404,965,41.503347
25.684604,1000,42.112939
138.882877,1000,43.052877
-25.742905,1000,43.951541
133.212825,1000,44.785746
85.043212,1000,45.446744
65.653095,1000,46.692654
-14.158375,1000,47.3648
-1.303377,1000,48.287124
-72.627596,1000,49.271907
-52.777545,1000,50.185051
20.251895,1000,50.815639
60.07504,1000,51.603406
117.974502,1000,52.054082
46.908386,1000,53.060349
-244.340006,729,53.443342
-60.416112,608,53.796162
-102.602547,572,54.043651
-56.019235,1000,55.185715
-87.722893,1000,55.891637
70.134738,1000,56.992277
-38.755243,1000,57.771217
-44.589026,1000,58.657066
148.07248,827,59.241421
-34.213484,1000,60.217974
10.290262,1000,61.083628
