#{"t_start": 1784295020.5062742, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.027862
-136.493392,122,0.058332
-63.971389,112,0.085511
-83.039302,107,0.112107
-45.747765,70,0.129695
-71.839676,86,0.151488
-120.432122,104,0.175829
-221.964268,86,0.196831
-144.006323,87,0.218584
-337.997715,141,0.254729
-94.388122,78,0.273466
-69.191647,112,0.301907
-115.622867,54,0.314517
-40.600969,70,0.331815
-312.77192,103,0.357296
-121.911247,83,0.37713
-83.948529,127,0.409146
-329.920648,119,0.438395
-177.151359,65,0.453889
-240.220509,116,0.482368
17.444331,74,0.500492
-295.345559,84,0.690814
-129.824271,148,0.729055
-196.116514,113,0.756899
-80.767905,62,0.772118
-144.70629,73,0.789663
-112.860394,97,0.81333
-283.12487,100,0.837584
-8.410668,86,0.858547
-136.842279,72,0.876377
-93.761095,70,0.893282
-136.878107,70,0.911342
-239.381875,85,0.932826
-360.194367,98,0.957038
-52.998999,69,0.973927
-310.042534,121,1.004202
-213.51829,118,1.033251
-343.468538,87,1.05503
-64.561234,62,1.069928
-113.446524,101,1.094973
-196.335962,58,1.109374
-273.063402,82,1.129693
-185.72981,124,1.160348
-68.109569,70,1.17721
-293.879821,114,1.376317
-192.309182,139,1.412286
-346.968595,88,1.43426
-62.28798,71,1.451521
-139.105675,87,1.473253
-208.456371,116,1.50195
-233.914224,121,1.532001
-51.845323,137,1.567411
-250.057624,151,1.60675
-66.06247,80,1.627028
-78.789908,75,1.645514
-106.518069,66,1.661625
-231.558228,86,1.682913
-434.125084,96,1.706651
-380.83759,100,1.731206
-417.495431,120,1.762002
-121.750913,93,1.785052
-129.932691,111,1.812637
-231.379821,107,1.83943
-470.688389,97,1.86314
-226.482895,74,2.052056
-111.872429,100,2.077598
-80.042484,67,2.093749
-154.633653,153,2.133458
-228.383372,141,2.168922
-180.966589,68,2.185816
-345.177319,95,2.209697
-79.460371,72,2.227221
-65.525406,81,2.247001
-216.323411,150,2.287071
-170.947308,117,2.316186
-261.164551,150,2.354259
-49.91964,144,2.392406
-180.869777,110,2.419591
-115.654447,83,2.439893
-313.572593,119,2.469598
-211.988279,114,2.497885
-82.435577,77,2.516497
-248.422175,156,2.557405
-356.283045,111,2.754574
-86.213254,159,2.795799
-265.704997,112,2.824254
-130.796948,97,2.847472
-234.638194,102,2.873348
-127.853472,117,2.903167
-102.926424,93,2.925923
-50.254088,138,2.961471
-120.805297,80,2.981606
-136.68005,115,3.010948
-25.472114,65,3.026677
-80.925534,67,3.042756
-120.366176,123,3.073892
-196.525523,98,3.098111
-255.799001,107,3.125094
-264.405106,113,3.153412
-134.990192,99,3.178601
-58.670987,100,3.203578
-111.778786,90,3.226295
-78.769163,81,3.415345
-75.582943,147,3.453175
-91.782176,157,3.49363
-352.820575,113,3.522637
-389.52122,101,3.548402
-61.398465,92,3.571751
-75.064884,106,3.598053
-58.211598,88,3.620533
-46.428052,90,3.643012
-57.551219,84,3.663752
-226.292055,119,3.693609
-280.050252,172,3.739441
-276.045689,135,3.773179
-167.486957,121,3.804774
-237.183013,105,3.83128
-91.407554,68,3.848015
-400.014518,109,3.875628
-150.272928,132,3.909813
-346.746521,104,4.105777
-100.099698,117,4.136464
-153.758364,119,4.167154
-140.092461,141,4.202724
-255.562966,151,4.242471
-116.837829,83,4.263013
-244.91711,163,4.305768
-84.582298,82,4.326301
-58.198239,93,4.350111
-150.275565,184,4.40081
-129.248344,191,4.453255
15.242245,139,4.489455
-60.539786,107,4.517099
