#{"t_start": 1784296394.8573003, "env_id": "LunarLander-v3"}
r,l,t
-256.413422,109,0.032207
-194.690264,61,0.047726
-118.130362,87,0.069649
-108.484087,91,0.092878
-272.392792,113,0.121791
-81.368976,70,0.139436
-227.409055,69,0.156465
-447.808412,107,0.184101
-70.508139,119,0.2152
-346.967324,80,0.235977
-95.788983,81,0.256451
-311.207962,65,0.273112
-259.774829,85,0.294548
-51.63196,64,0.310759
-355.224952,90,0.332904
-111.141578,79,0.352462
-166.639647,69,0.369264
-201.457659,106,0.39551
-78.693009,84,0.416161
-195.033732,129,0.449383
-265.41455,96,0.473559
-40.208996,65,0.490285
-168.128636,91,0.513899
-99.573922,63,0.854778
-352.063487,118,0.885766
-158.948605,80,0.906297
-267.163343,92,0.929856
-57.852146,70,0.94751
-118.122824,92,0.971062
-121.337633,84,0.992825
-58.031791,79,1.01364
-112.79089,111,1.042179
-331.598985,113,1.072392
-49.441421,75,1.091724
-233.583303,146,1.131292
-188.670952,104,1.157942
57.504465,1000,1.958282
-192.070604,75,1.978611
-52.384268,81,1.999465
-110.463674,131,2.033986
-165.094915,123,2.06727
-82.920842,87,2.08956
67.617522,1000,2.574587
-212.828084,89,2.598017
-162.447762,82,2.620122
-57.202844,79,2.64025
-102.67125,131,2.675364
-305.892071,154,3.036964
-140.486338,98,3.062643
-243.419644,138,3.099412
-147.813164,102,3.126683
-142.37059,101,3.152767
-16.119691,172,3.200543
-172.752524,113,3.231395
-127.831188,122,3.263934
-94.120038,142,3.303521
-32.660871,95,3.328252
-273.869068,153,3.370142
-98.996408,116,3.400665
-73.80967,64,3.417568
-101.964748,81,3.438478
-61.690528,82,3.46028
-91.81806,75,3.479729
-81.659409,105,3.507322
-90.297491,110,3.536845
-250.119384,118,3.890492
-63.956058,101,3.91726
-67.258085,126,3.950514
-56.626606,82,3.972544
-104.248424,146,4.012839
-276.898384,134,4.051161
-246.7441,121,4.084669
-217.059386,114,4.115673
-201.393622,152,4.15764
-217.742001,128,4.191477
-88.808176,97,4.216787
-151.419963,147,4.25661
-97.001489,157,4.299597
-92.5235,174,4.347311
-81.248028,211,4.408604
-22.611018,85,4.430917
-89.292894,186,4.810831
-43.119725,137,4.848152
