#{"t_start": 1784296339.7130184, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.028033
-136.493392,122,0.058423
-63.971389,112,0.085363
-83.039302,107,0.111548
-45.747765,70,0.128446
-71.839676,86,0.149297
-120.432122,104,0.173907
-221.964268,86,0.194337
-144.006323,87,0.216106
-337.997715,141,0.25197
-94.388122,78,0.270667
-69.191647,112,0.298069
-115.622867,54,0.310939
-40.600969,70,0.327943
-312.77192,103,0.353444
-121.911247,83,0.373206
-83.948529,127,0.404608
-329.920648,119,0.43355
-177.151359,65,0.449114
-240.220509,116,0.477511
17.444331,74,0.495817
-295.345559,84,0.826292
-115.548178,149,0.86526
-184.273028,79,0.885004
2.776293,78,0.904702
-33.901577,64,0.920196
-218.473644,64,0.936012
-89.966747,87,0.956843
-112.525365,83,0.977093
-84.217156,76,0.995291
-268.258108,88,1.017008
-62.969339,76,1.035263
-95.431684,72,1.053056
-195.315476,80,1.072268
-156.484694,87,1.093691
-171.986692,89,1.115569
-451.493918,122,1.145175
15.889445,123,1.175498
-282.292412,131,1.209056
-277.245351,109,1.235457
-157.297331,61,1.249976
-89.839262,68,1.266464
-105.261305,113,1.2942
-355.851613,90,1.316121
-96.276108,152,1.671299
-112.180662,110,1.698288
-165.49402,92,1.720733
-71.926554,126,1.752487
-131.375433,120,1.781852
-118.424626,93,1.804331
-114.450402,87,1.826085
-331.585848,70,1.843585
-286.681998,151,1.882895
-63.137829,82,1.903248
-365.389592,127,1.935982
-121.600777,90,1.958242
-68.808204,76,1.97732
-130.515447,97,2.001386
-213.923726,108,2.028794
-295.110463,108,2.056172
-48.595489,115,2.084979
-382.920265,94,2.108752
-141.32577,78,2.127804
-342.278706,117,2.465834
-283.782775,108,2.492844
-103.81931,68,2.509703
-57.809537,86,2.531646
-108.032472,86,2.552825
-71.136694,154,2.592793
-275.754853,92,2.615894
-92.633297,74,2.634248
-84.289028,87,2.655902
-70.854648,82,2.676925
-24.04424,150,2.716069
-116.493442,86,2.737405
-13.880591,111,2.766041
-61.394906,75,2.784999
-66.672803,132,2.81876
-131.268672,66,2.83557
-178.361393,126,2.868338
-78.940197,90,2.890312
-147.387794,88,2.912405
-89.052406,68,2.929374
-60.874128,83,2.951062
-370.301223,82,2.971227
-303.178987,107,3.312594
-189.288397,160,3.359792
-272.504164,118,3.391527
-19.558723,103,3.418034
-81.555141,144,3.455208
-118.997276,128,3.487173
-250.709584,156,3.52785
-29.510121,113,3.556822
-76.54309,85,3.577955
-164.502727,75,3.596654
-213.04636,94,3.620683
-72.05982,158,3.661917
-295.275779,107,3.68918
-81.193318,91,3.711794
-353.838964,98,3.735718
-92.968307,80,3.755579
-107.900767,79,3.775156
-14.988241,159,3.817851
-311.193355,113,4.15746
-152.751574,123,4.18745
-31.502319,140,4.226315
-126.493515,172,4.274857
-17.160753,123,4.307945
-86.530586,141,4.344181
-160.882105,109,4.371417
-204.466343,126,4.403852
-107.274842,92,4.426626
-262.006407,159,4.468102
-236.110357,118,4.497916
-222.786732,114,4.526139
-28.14171,120,4.556804
-148.592192,121,4.588169
-273.250583,89,4.610273
-229.02571,91,4.633335
-50.918879,126,4.976971
-120.720745,233,5.046753
-57.482881,141,5.083622
-57.399517,146,5.123393
-306.499614,146,5.161332
-344.830689,124,5.192486
-85.097389,157,5.235549
-81.919003,170,5.281988
-94.060979,163,5.32524
-164.754473,111,5.353184
-135.215912,109,5.38119
-55.328683,105,5.407789
-48.153145,79,5.427814
-120.29798,131,5.462431
-157.04005,115,5.491002
-163.415699,103,5.824224
-248.618544,242,5.898907
-13.134159,119,5.930327
-447.426608,430,6.086442
-327.494034,133,6.12206
-422.307733,274,6.210445
-13.043089,141,6.247693
-180.437146,190,6.299922
-307.187755,289,6.394877
-151.309434,95,6.41976
-180.709064,106,6.446712
-162.059778,99,6.785273
-47.087534,170,6.833003
-228.23522,225,6.897495
-93.799079,139,6.935042
-193.757779,164,6.979778
-96.351594,159,7.022354
-126.305954,112,7.052583
-37.609015,127,7.085622
-1.598875,107,7.113747
-51.640786,114,7.143641
-26.187314,136,7.179098
-12.573049,122,7.210534
-234.943741,144,7.249162
-96.602919,131,7.283783
-73.826353,126,7.628188
-108.526847,187,7.680218
-63.125509,234,7.754937
-33.57436,197,7.811927
-61.618168,97,7.836927
-4.630148,189,7.891449
-103.484119,198,7.947167
-168.173846,133,7.983597
-20.093454,179,8.03339
-39.871663,168,8.079655
-57.963893,193,8.135277
-134.586011,177,8.18431
-51.402483,134,8.529501
-7.147404,125,8.56326
-68.873142,200,8.622571
-75.292832,229,8.688297
12.888223,135,8.724737
-4.135026,145,8.764076
-150.828056,220,8.828543
-37.539645,192,8.882665
16.371032,115,8.913896
-202.812453,215,8.976027
-73.691233,95,9.000778
133.486803,1000,9.863363
-44.88542,186,9.916205
-23.691389,115,9.946218
-27.227601,135,9.981498
-21.56354,120,10.01297
-23.965358,111,10.04148
-102.798402,272,10.126693
-26.381916,202,10.182828
-52.748999,160,10.224828
-22.023589,160,10.576742
-46.25943,131,10.610841
-55.475522,147,10.649705
-31.780263,195,10.704239
-70.222208,150,10.744889
-6.341426,185,10.794738
-90.23969,175,10.841164
18.885388,141,10.878295
-47.976631,133,10.9122
17.19969,230,10.981949
-48.563183,127,11.015069
-47.263005,178,11.064385
-20.718585,126,11.098245
-8.622304,213,11.472971
-25.197592,139,11.509243
-43.796374,128,11.542299
6.104064,159,11.585145
29.36714,189,11.636665
-66.270147,132,11.670878
-60.068781,138,11.706969
-36.431179,120,11.737367
-3.113824,130,11.771435
-80.258011,281,11.866839
-45.301362,126,11.900131
-11.458148,159,11.943712
116.317317,1000,12.772243
21.112033,193,12.827282
93.193116,1000,13.42646
-36.124575,160,13.778873
0.446248,188,13.831355
-39.673468,151,13.874146
-51.794624,174,13.922719
-3.068994,140,13.959483
17.323376,173,14.006827
40.208356,199,14.062662
169.017674,901,14.507414
36.09621,175,14.866603
-34.82335,239,14.942509
145.250973,1000,15.546309
5.271597,191,15.602668
20.376965,169,15.651166
17.176364,149,15.689851
62.343675,1000,16.607728
114.624579,1000,17.233589
110.174153,1000,18.004522
140.409568,1000,18.843418
3.260848,412,19.35105
-50.507451,186,19.402207
238.233646,877,19.777308
-3.673071,398,19.949141
112.482559,1000,20.81641
14.389581,142,20.856116
-0.062409,166,20.902647
244.965756,383,21.039268
218.630809,848,21.791014
131.360052,1000,22.467102
14.977308,149,22.506846
264.710388,601,22.751274
210.666615,386,23.188108
-6.810006,159,23.229847
221.777621,300,23.332303
173.309123,511,23.561114
-80.585923,168,23.606386
264.85164,265,23.683507
-62.487825,507,24.178047
-29.21734,403,24.34095
232.975741,425,24.507212
205.181774,450,24.686888
254.12174,275,24.781348
4.276503,379,24.93783
204.177395,388,25.40718
258.573459,467,25.601527
-42.851225,198,25.656418
218.023008,350,25.793033
185.963654,736,26.404252
228.056579,565,26.661727
2.007961,196,26.718508
256.449794,315,26.837432
-34.52876,306,26.958092
-7.758933,164,27.004615
201.557025,515,27.572632
226.286912,499,27.824443
72.407623,1000,28.30548
253.974018,539,28.813806
198.088699,293,28.918869
4.761043,140,28.956541
202.297943,459,29.206895
275.432277,407,29.349113
229.939349,372,29.504906
227.709422,319,29.607001
194.866768,464,30.144766
260.105901,299,30.257034
184.205748,385,30.418371
246.665684,254,30.497273
287.905495,376,30.623075
10.558437,175,30.672123
242.615344,442,31.198043
205.916007,379,31.353245
259.765636,324,31.449382
210.079063,391,31.625691
236.607625,417,31.806633
225.060483,355,32.270147
227.944567,367,32.40519
278.919904,380,32.541442
280.888114,400,32.698467
38.388344,167,32.743836
235.097646,359,32.895885
207.611572,422,33.379275
237.926288,457,33.573352
228.074857,361,33.704536
-72.907603,363,33.838851
176.072331,457,34.013638
223.60938,495,34.492956
287.550982,323,34.592149
283.84591,483,34.759721
207.67763,373,34.916995
-59.093967,327,35.027327
-60.904759,396,35.490548
-43.880375,368,35.633757
195.092018,410,35.82427
119.949482,857,36.414695
222.493636,427,36.885182
263.761974,393,37.028078
242.955298,414,37.211316
102.995027,1000,37.814692
213.923264,384,38.297292
213.129168,345,38.440504
221.80236,398,38.595503
225.72652,393,38.7579
255.599392,372,38.88236
241.56403,344,39.311363
223.487488,342,39.439943
220.294295,344,39.57069
253.883557,395,39.699106
207.705639,458,39.853746
-47.700681,184,39.907967
-25.616185,239,39.979931
187.216665,317,40.394372
225.578118,342,40.533945
242.936509,371,40.699738
227.936889,829,41.128928
204.847308,382,41.588202
213.373172,414,41.749144
217.093289,365,41.869668
218.368237,350,42.011662
-26.530794,266,42.094311
251.616539,379,42.224763
-34.71785,283,42.62564
-56.414296,369,42.754208
228.986884,423,42.926058
210.092989,366,43.069791
241.855469,507,43.299504
209.839664,348,43.763281
213.212293,421,43.953318
234.665854,358,44.101884
253.633679,344,44.223965
215.851139,321,44.352419
200.663957,466,44.872548
255.923259,339,45.002223
222.758145,398,45.181755
224.338469,296,45.269262
-48.755967,258,45.35132
-43.283468,284,45.438991
196.639304,406,45.575793
202.227495,334,46.028053
-18.470178,209,46.090865
241.008864,368,46.229415
-64.124462,380,46.353581
217.640146,390,46.499535
236.671221,354,46.645599
-29.407904,224,47.028489
210.505432,413,47.200058
-28.204979,265,47.27889
219.075267,533,47.574705
156.233515,681,48.206656
213.925579,346,48.353413
213.820582,266,48.441269
167.136078,407,48.640588
-57.634885,371,48.768507
168.645973,476,48.957565
224.925154,336,49.409191
-15.029381,294,49.503901
-89.748882,334,49.62225
224.141408,359,49.758085
225.277651,342,49.89844
175.54111,463,50.124441
-147.756558,386,50.573797
-40.077513,297,50.680556
286.181465,640,50.925683
-51.340662,315,51.038553
211.076938,344,51.174351
213.481951,333,51.622019
215.177912,446,51.866301
1.609172,287,51.963167
275.858802,493,52.188339
236.336427,368,52.345076
259.502965,322,52.801148
212.277233,329,52.916257
-0.725294,315,53.027591
235.601765,486,53.227572
207.765314,356,53.359111
241.257408,336,53.487628
