#{"t_start": 1784297487.1780055, "env_id": "LunarLander-v3"}
r,l,t
-106.254321,124,0.037066
-441.741325,90,0.060664
-261.945753,67,0.077738
-293.760062,110,0.106429
-92.49788,80,0.126152
-353.419657,131,0.160555
-120.7044,94,0.184179
-1.750918,88,0.207882
-190.786528,89,0.230276
-111.980842,85,0.251489
-357.404621,80,0.271838
-65.12018,83,0.292396
-56.372969,111,0.321557
-293.102404,85,0.344083
-111.70474,73,0.363423
-122.949153,122,0.393914
-228.195444,73,0.412491
-278.774862,89,0.434945
-144.16378,66,0.450855
-69.757926,100,0.476444
-135.237578,58,0.490639
-409.548865,101,0.515869
-351.347109,101,0.869524
-478.809598,105,0.899683
-260.159719,104,0.927237
-87.219443,64,0.943308
-100.409105,92,0.9678
-180.489541,68,0.985502
-489.65681,101,1.011676
-170.488879,73,1.030988
-301.033305,89,1.052712
-486.380947,113,1.082595
-125.478053,100,1.110618
-238.431171,82,1.132876
-361.185786,87,1.155993
66.105014,1000,1.98393
-96.847228,70,2.001925
-222.750315,67,2.018985
-91.873103,67,2.035523
-275.203219,84,2.057189
-223.841149,75,2.076191
-55.763512,100,2.101209
-214.017986,134,2.135737
-85.109787,78,2.155277
-57.495493,86,2.176585
-305.766728,108,2.20431
-101.488976,96,2.228755
-78.366608,87,2.250884
-76.876694,67,2.267478
-264.897944,79,2.286955
-166.120154,85,2.30832
-94.763417,84,2.329221
-416.770542,87,2.35011
-69.098557,92,2.37294
-399.567824,116,2.401864
-111.31602,113,2.430212
-344.77783,101,2.454095
-127.907951,64,2.469377
-185.611537,94,2.806169
-67.119487,90,2.828619
-118.878196,84,2.850068
-489.210564,125,2.88142
-251.190827,109,2.908426
-134.607482,112,2.936528
-367.562235,93,2.959553
-172.917466,118,2.988957
-375.413339,129,3.020096
-10.699645,96,3.044302
-52.9265,97,3.069119
-154.128991,107,3.095403
-92.54834,112,3.122937
-167.715689,111,3.149829
-100.830337,87,3.171299
-114.241221,94,3.194352
-210.700312,102,3.219357
-39.66953,84,3.240057
-166.284657,94,3.264063
-155.742571,113,3.292243
-67.44581,93,3.630946
-117.144972,97,3.656886
-286.474383,145,3.695008
-68.417518,87,3.716754
-348.98549,146,3.754343
-264.55795,151,3.793329
-100.042134,84,3.81431
-51.49747,79,3.834121
-82.348455,73,3.852401
-86.942324,107,3.879366
-160.051157,122,3.909601
-394.620219,143,3.945674
-91.666092,122,3.977062
-62.21766,100,4.002595
-102.067457,155,4.043714
-117.963599,126,4.076153
-180.722049,155,4.116084
-295.626991,115,4.458051
-264.595445,141,4.496438
-206.051574,129,4.529776
-134.973666,140,4.56676
-162.769943,77,4.586673
-65.331168,109,4.614278
-110.249442,162,4.656547
-44.299749,82,4.67704
-44.815923,159,4.720152
-76.840229,160,4.763089
