#{"t_start": 1784294738.2681415, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.026917
-136.493392,122,0.056977
-63.971389,112,0.083932
-83.039302,107,0.110658
-45.747765,70,0.127189
-71.839676,86,0.147955
-120.432122,104,0.172486
-221.964268,86,0.193168
-144.006323,87,0.214405
-337.997715,141,0.249838
-94.388122,78,0.268867
-69.191647,112,0.296299
-115.622867,54,0.308923
-40.600969,70,0.326158
-312.77192,103,0.351497
-121.911247,83,0.371163
-83.948529,127,0.402587
-329.920648,119,0.432006
-177.151359,65,0.447278
-240.220509,116,0.475264
17.444331,74,0.493097
-295.345559,84,0.820456
-154.732935,164,0.86378
-84.237086,73,0.881818
-115.385137,84,0.902681
-220.191807,96,0.92581
-495.147793,101,0.950244
-276.353558,104,0.975914
-295.946604,106,1.001689
-205.101158,93,1.02437
-206.955151,105,1.050573
-361.302474,79,1.069968
-154.680203,71,1.087815
-32.040607,113,1.116023
-266.690935,77,1.134262
-65.332855,66,1.150436
-184.385264,102,1.17656
-294.166484,114,1.204653
-219.16038,83,1.224418
-459.662855,100,1.249106
-110.094615,113,1.276939
-190.450271,107,1.303463
-237.306299,116,1.637927
-88.150324,132,1.672292
-116.05852,89,1.694642
6.332149,99,1.719177
-374.599783,116,1.747768
-200.066023,97,1.771933
-118.067345,66,1.78805
-120.919568,122,1.818984
-328.646977,130,1.852448
-73.778526,83,1.872864
-353.907471,88,1.895138
-247.118846,110,1.92242
-56.323803,75,1.941096
-88.652592,70,1.958544
-149.407797,79,1.978053
-182.522472,108,2.004932
-160.760968,128,2.036564
-402.443652,91,2.059225
-107.709067,144,2.096857
-136.984614,64,2.112854
-130.008062,83,2.133253
-70.960031,71,2.455804
-106.448584,94,2.47964
-179.865814,129,2.51356
-97.468315,111,2.541475
-47.416349,74,2.559468
-124.479938,125,2.59155
-174.664596,111,2.619298
-89.39912,88,2.641167
-107.481996,123,2.672817
-79.453092,73,2.69109
-306.86253,111,2.719613
-255.747835,99,2.745037
-142.096971,133,2.777946
-146.023384,102,2.803635
-67.333726,73,2.821689
-96.913767,109,2.84912
-159.435053,69,2.86624
-90.60702,143,2.903796
-278.436088,87,2.925565
-164.253882,89,2.948048
-90.135157,82,3.277009
-83.747867,105,3.3046
-130.086613,104,3.33087
-189.542082,69,3.348395
-93.795642,80,3.368061
-101.229929,125,3.399651
-137.525953,109,3.42719
-64.016601,137,3.461886
-73.111849,90,3.484473
-158.914689,117,3.513772
-86.843142,155,3.554672
-50.041755,130,3.58848
-76.127987,92,3.61177
-241.161122,107,3.638258
-110.595544,91,3.661245
-76.30974,65,3.677231
-49.409573,83,3.697747
-260.190162,132,3.731884
-278.653503,166,3.776707
-78.06188,127,4.113813
-193.92107,116,4.142848
-169.928557,123,4.177136
-419.966803,141,4.21488
-238.155343,98,4.239989
-378.080683,138,4.275734
-131.206198,89,4.298486
-148.433061,128,4.33182
-149.882011,110,4.359939
-239.696601,136,4.39611
-76.728477,119,4.427271
-99.73898,79,4.44661
-216.923384,106,4.472549
-70.163182,77,4.491688
-93.60005,94,4.514926
-297.92059,94,4.538276
-279.210856,94,4.562244
-225.848431,85,4.584305
-97.433756,173,4.93921
-51.099107,91,4.963691
-202.93002,170,5.01063
-141.790505,64,5.026681
-77.317741,120,5.058334
-76.20058,124,5.091263
-158.090184,104,5.117572
-164.300558,116,5.147422
-73.444969,152,5.188394
-165.333574,102,5.21495
-68.920317,151,5.255032
49.907315,189,5.307312
-114.447557,150,5.348115
-187.22121,154,5.38946
-61.082995,198,5.445311
-95.47662,115,5.47508
-8.725114,122,5.820151
-152.998901,203,5.879529
-359.362264,189,5.932806
-79.244082,138,5.968951
31.067353,119,6.000673
-32.284894,103,6.027428
-56.128326,134,6.064136
-124.838895,185,6.11636
-160.913489,138,6.153307
-319.635377,190,6.207255
-328.121494,129,6.242624
-109.632361,87,6.264412
-21.506436,223,6.330489
-50.44147,139,6.68006
-107.432208,125,6.714426
-101.284039,117,6.745003
-117.596689,112,6.775943
-117.579558,97,6.801457
-149.414531,152,6.843661
-287.794403,161,6.88726
-341.982393,160,6.931412
-93.17149,117,6.9617
-147.360511,114,6.991466
-177.43339,195,7.050738
-316.374134,134,7.087351
-207.862966,115,7.116938
6.202582,87,7.139654
-100.617614,86,7.162443
-207.002217,159,7.20722
-64.583066,130,7.557415
-13.015326,110,7.588522
-120.876279,191,7.644953
-16.578143,106,7.672877
-86.228287,91,7.696281
-223.883404,198,7.753203
-87.328884,159,7.797774
-169.682961,135,7.835212
-139.020591,96,7.860453
81.861726,1000,8.98143
-66.153328,190,9.034688
-372.568031,284,9.125146
-56.172995,197,9.182378
-180.900441,164,9.227067
-138.348815,115,9.258106
-26.08741,166,9.303476
-42.753825,137,9.340891
-64.459088,196,9.396274
-155.994297,142,9.434339
-126.762165,117,9.465383
-110.293353,156,9.507969
-75.517242,162,9.865179
-30.442319,150,9.906372
-78.943455,205,9.964145
-16.694604,120,9.996527
-58.132754,95,10.021922
-28.66765,126,10.055732
-47.340941,137,10.093649
-38.500763,103,10.12097
-199.525582,123,10.153546
-224.362092,109,10.182375
-69.143434,89,10.205809
-96.813069,122,10.238499
-47.619268,140,10.276338
-76.734239,143,10.314619
-22.238168,123,10.347283
-33.379503,100,10.373579
3.72868,110,10.711338
-107.539747,132,10.747634
-101.102683,296,10.852093
-10.850335,244,10.931797
-39.082022,214,10.997818
-146.668961,228,11.066224
-394.396472,349,11.191525
-35.539994,205,11.25104
-252.834936,230,11.322688
-157.644166,198,11.690701
-103.832679,150,11.732404
-24.666538,108,11.761697
-163.351585,273,11.846069
-37.046614,209,11.906424
-175.343646,264,11.988697
-83.940641,169,12.036347
-43.995906,128,12.072299
-243.539869,226,12.139142
-198.111152,183,12.189338
-52.492205,197,12.245589
-23.393628,203,12.610693
-34.187757,139,12.648492
-103.056638,214,12.711716
-48.569239,260,12.797435
-37.440279,148,12.839104
-28.466024,183,12.892619
2.986012,150,12.933689
-28.194141,103,12.961292
-15.211582,167,13.007539
72.136362,1000,14.034706
-26.214973,153,14.077821
-29.235674,190,14.133921
-8.540056,108,14.163342
-137.449679,220,14.227505
1.003759,191,14.281701
-75.460586,243,14.364276
-134.836272,248,14.44204
-98.85358,188,14.498812
-25.557201,148,14.8479
-163.854799,252,14.924319
-25.381525,182,14.977002
-142.675299,195,15.032621
-56.536399,222,15.10173
28.615659,225,15.173143
132.445844,1000,16.211858
115.588209,1000,16.757284
-79.544266,236,16.831087
-129.978624,247,16.911495
-73.094235,264,17.00341
-147.063701,264,17.396497
-122.300714,280,17.495536
-153.761488,213,17.561547
-141.209795,217,17.624922
-82.662894,307,17.72043
-76.110931,420,17.886662
-66.159372,259,17.979686
15.758163,212,18.044257
-80.982641,377,18.497033
63.94006,1000,19.166466
-27.245325,313,19.285812
-120.022866,311,19.406462
-161.808752,212,19.779054
-102.101079,306,19.896128
-163.057124,300,19.986549
-125.275948,435,20.166151
1.1964,1000,21.137751
87.768259,1000,21.771842
-158.682494,178,21.821317
-188.940434,339,21.93957
-233.9702,628,22.648571
75.633314,1000,23.466614
-128.744607,386,23.630959
-138.973998,463,23.853349
-89.040454,412,24.324002
-95.552892,425,24.514124
-83.90795,297,24.613544
98.842184,1000,25.382314
-207.69853,576,25.704666
-159.619366,363,25.856867
60.925035,1000,26.562241
-43.807642,489,27.097178
-105.423035,474,27.32021
22.933794,1000,27.948519
89.901029,1000,28.88608
-43.700552,553,29.090476
116.269701,1000,30.021755
-95.235969,439,30.190234
-120.589919,467,30.351363
185.562159,970,31.453462
-36.783793,461,31.614465
-5.022857,356,31.737879
101.217294,1000,32.29674
84.038985,1000,33.217775
213.988291,588,33.581728
153.262634,818,34.494362
-74.398464,425,34.657709
228.967953,664,35.0544
186.449626,453,35.241141
231.597017,385,35.682284
60.523883,1000,36.169791
225.874063,544,36.484432
108.338018,659,37.107522
200.071447,543,37.407073
232.613575,469,37.611449
205.293711,450,37.839815
230.799301,383,38.300921
191.994521,505,38.523423
207.851496,439,38.732896
262.10593,446,38.888635
277.236377,388,39.027859
-58.705922,311,39.432002
232.791321,471,39.620336
-3.989063,354,39.740176
-36.187049,389,39.882475
189.824774,438,40.110047
208.155365,397,40.568802
-51.42876,434,40.722708
212.500284,416,40.897864
154.020323,646,41.194895
-47.504879,370,41.637303
219.466682,302,41.731041
213.77277,351,41.86377
243.328833,411,42.054989
227.861872,380,42.183363
20.579509,214,42.251534
198.486731,450,42.718103
244.267666,369,42.863776
198.766841,534,43.094187
216.569452,408,43.278284
264.292694,348,43.402421
236.838312,434,43.885219
185.103443,527,44.091215
241.884976,463,44.289708
235.232705,398,44.433702
10.652093,333,44.558086
211.733067,410,45.041377
-23.149204,228,45.111699
233.766401,372,45.262915
-1.055912,221,45.328555
232.140721,434,45.50219
235.13067,387,45.679969
243.771851,330,46.096783
233.018714,353,46.253145
249.212651,405,46.414499
192.468329,531,46.61224
241.845583,469,46.794374
-20.606614,179,47.145034
239.218448,393,47.311277
-11.51464,323,47.411353
8.038463,272,47.495548
207.993435,525,47.729768
9.7211,307,47.8308
197.819764,517,48.364812
188.345158,414,48.545783
170.814288,549,48.832035
199.955222,514,49.064467
232.664039,425,49.564515
-6.607251,330,49.702417
-9.715795,339,49.825114
194.995792,467,50.003551
2.821683,284,50.094096
232.937781,439,50.275829
-242.610409,635,50.889079
176.911072,596,51.154607
245.9471,382,51.308843
251.570604,405,51.486867
-44.633383,293,51.88564
238.850138,387,52.029133
186.898061,441,52.243569
206.746491,383,52.37954
234.162876,403,52.541126
243.022576,382,52.984179
-81.1888,394,53.1583
194.785999,508,53.367795
190.247311,409,53.526067
188.457411,532,53.828157
-19.217625,245,54.203972
177.211157,471,54.413753
157.354092,593,54.64986
197.49869,521,54.891055
215.698895,411,55.370907
235.155936,525,55.652414
224.462297,399,55.813093
286.448169,436,56.004711
264.921848,349,56.120651
