#{"t_start": 1784297328.7290711, "env_id": "LunarLander-v3"}
r,l,t
-256.413422,109,0.029898
-194.690264,61,0.044616
-118.130362,87,0.065689
-108.484087,91,0.088025
-272.392792,113,0.115508
-81.368976,70,0.132244
-227.409055,69,0.148778
-447.808412,107,0.174608
-70.508139,119,0.203978
-346.967324,80,0.223649
-95.788983,81,0.243104
-311.207962,65,0.258989
-259.774829,85,0.279602
-51.63196,64,0.294848
-355.224952,90,0.316331
-111.141578,79,0.335499
-166.639647,69,0.351526
-201.457659,106,0.376306
-78.693009,84,0.396128
-195.033732,129,0.427815
-265.41455,96,0.450773
-40.208996,65,0.466502
-168.128636,91,0.488392
-99.573922,63,0.813679
-352.063487,118,0.843055
-158.948605,80,0.862451
-267.163343,92,0.884874
-57.852146,70,0.901815
-110.687338,92,0.924263
-121.337633,84,0.944536
-58.031791,79,0.963867
-112.79089,111,0.990981
-46.278932,114,1.01972
-113.683502,129,1.052071
-74.958278,71,1.069496
-99.250962,132,1.102046
-217.05679,92,1.124918
-268.679931,102,1.150437
-182.33071,91,1.173665
-258.27494,93,1.196205
-112.56931,93,1.218946
-180.927423,129,1.250972
-148.614678,95,1.27406
-117.299421,68,1.290764
-107.40723,75,1.308818
-364.286823,134,1.652372
-48.362633,70,1.669589
-184.951619,99,1.694235
-136.193795,92,1.716557
-111.00764,97,1.740531
-50.028955,96,1.76427
90.986631,1000,2.225167
-67.413184,74,2.243865
-201.139707,112,2.271501
-222.287892,115,2.300389
-70.84068,83,2.320862
-349.831453,108,2.655426
45.29567,113,2.684778
-122.830257,102,2.710219
-87.165223,122,2.741346
-240.57419,106,2.767558
-165.018498,118,2.797127
-283.546497,126,2.82941
-326.051496,112,2.85764
-76.57472,100,2.883465
-270.56113,133,2.918482
-71.114364,100,2.943497
-50.398959,88,2.96544
-290.427494,158,3.007558
-176.297209,70,3.024912
-137.159888,93,3.047922
-100.254231,72,3.064962
-42.511604,92,3.088238
-278.727366,153,3.1273
-177.277861,101,3.152166
-203.346683,153,3.502869
-194.346972,124,3.5344
-188.455688,101,3.559748
-167.9467,136,3.595357
-106.89746,100,3.620691
-236.70789,124,3.652068
-18.431195,89,3.674599
-211.577933,155,3.715004
20.087334,166,3.759659
-100.976554,128,3.792979
-63.657622,98,3.817482
-130.957254,98,3.841952
-65.155014,119,3.871945
-98.488549,81,3.892148
-83.852296,116,3.921393
-72.798174,65,3.93724
-100.299041,143,3.974269
-30.219653,131,4.319663
-47.095678,122,4.351815
-163.881247,117,4.381344
-197.390999,120,4.412148
-42.837625,101,4.43797
-239.585585,147,4.476821
-337.093396,150,4.516105
-43.267183,207,4.574307
-32.650924,98,4.599864
-59.353537,147,4.638739
-62.786179,77,4.657732
-97.221113,154,4.69811
-317.72189,91,4.720373
-65.971353,92,4.743154
-37.759944,92,4.766385
95.719543,1000,5.613906
25.464653,228,5.680186
2.918098,138,5.716745
-119.740757,163,5.760566
-177.303045,126,5.793505
-8.901692,173,5.840648
-139.802038,125,5.872827
-61.420512,213,5.930864
-223.787533,176,5.980063
-6.763244,217,6.351695
-12.713318,103,6.379102
-146.410115,125,6.411686
-2.907269,144,6.449666
-51.075238,129,6.483459
-4.262837,101,6.509402
-57.342071,202,6.564572
-70.632297,128,6.597774
-62.842555,182,6.647332
-245.267455,107,6.674771
-12.929922,164,6.718113
-103.254604,165,6.76282
-97.478992,148,6.801703
-249.636871,93,6.825437
-247.080077,109,7.164216
68.496757,1000,7.728133
-34.844221,243,7.803472
-65.730315,120,7.834933
-110.22922,192,7.888057
-66.157952,132,7.92256
-0.085742,210,7.982646
33.649041,174,8.342763
-42.577792,188,8.397557
-78.447289,196,8.452869
-43.809868,188,8.506351
-50.170515,270,8.595654
-151.720309,168,8.640934
-58.457544,185,8.693034
56.044427,1000,9.595418
12.174872,1000,10.071811
-54.370968,167,10.117873
-109.12727,205,10.177153
21.950641,162,10.222668
117.168399,1000,11.262135
46.883725,1000,12.038555
-63.226055,190,12.092198
-37.292975,183,12.455459
-109.578516,232,12.523863
99.130518,1000,13.589151
-190.720264,364,13.730117
-293.256253,684,14.496989
-91.902602,286,14.590665
-191.205781,441,14.790567
-46.679632,284,14.882879
-48.235377,397,15.029149
-197.639049,426,15.523087
147.279267,932,15.973451
-51.820362,188,16.030516
0.896147,237,16.103176
-52.849307,271,16.195271
-141.728089,410,16.661034
5.429957,1000,17.307246
19.053233,1000,18.159639
-22.584747,361,18.615622
-181.283846,505,18.855179
