#{"t_start": 1784295985.1465306, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.028315
-136.493392,122,0.05871
-63.971389,112,0.085838
-83.039302,107,0.111983
-45.747765,70,0.128876
-71.839676,86,0.149807
-120.432122,104,0.174329
-221.964268,86,0.194659
-144.006323,87,0.216222
-337.997715,141,0.252545
-94.388122,78,0.271232
-69.191647,112,0.298587
-115.622867,54,0.311365
-40.600969,70,0.328311
-312.77192,103,0.353865
-121.911247,83,0.373654
-83.948529,127,0.405117
-329.920648,119,0.433923
-177.151359,65,0.449302
-240.220509,116,0.477702
17.444331,74,0.495689
-295.345559,84,0.82419
-115.548178,149,0.862345
-184.273028,79,0.881616
4.694864,68,0.898575
-142.425165,75,0.916887
-41.99621,69,0.933707
-67.036568,85,0.954078
-199.046252,68,0.970334
-138.443599,112,0.99736
-148.047615,120,1.027194
19.64439,91,1.049917
-107.402127,77,1.068668
-35.681022,111,1.096508
-100.03266,134,1.130073
-106.061549,81,1.14942
-93.91632,110,1.176427
-83.971231,67,1.192831
-93.939203,114,1.220422
-19.219454,99,1.244966
-61.587335,73,1.262681
-208.588374,81,1.281928
-62.496108,61,1.296516
-259.654508,86,1.622845
-100.967562,84,1.643952
-320.312031,112,1.671656
-321.499356,117,1.700042
-301.505478,88,1.721959
-76.581557,100,1.746041
-74.02134,83,1.76594
-281.098564,106,1.791897
-65.151404,84,1.812318
-259.463617,133,1.846459
-78.535203,114,1.874612
-348.610102,99,1.899102
-265.071863,113,1.926896
-310.671507,126,1.95763
-208.860572,109,1.985118
-137.543187,102,2.010204
-208.68802,71,2.02759
-323.986451,103,2.053071
-89.922552,87,2.074422
-117.790964,109,2.101639
-268.17424,84,2.121934
-140.272271,106,2.454203
-317.743075,130,2.487864
-40.838388,153,2.527964
-366.37571,148,2.566002
-284.606698,113,2.594696
-94.064133,76,2.613556
-124.258205,73,2.631788
-137.03784,108,2.659273
-252.613813,138,2.694212
-77.381353,65,2.710185
-117.421463,74,2.728409
-80.380966,73,2.746154
-100.227774,134,2.781174
-148.683891,139,2.816977
-77.200098,146,2.85491
-262.06559,109,2.882772
-24.365763,87,2.904515
-75.141959,119,2.935443
-127.170769,135,3.277207
-77.974419,222,3.339037
-120.268837,119,3.36991
-78.871238,124,3.401832
-79.700785,128,3.435397
-18.443154,151,3.474456
-36.587636,115,3.50351
-34.458817,171,3.549549
-299.61224,107,3.576658
-35.642023,119,3.607949
-47.961986,102,3.633331
-253.13612,164,3.677257
-230.425858,121,3.708727
-174.587864,170,3.755226
-93.937893,116,3.78551
-30.870501,145,4.131953
-311.713991,163,4.174092
-197.602488,175,4.22195
-140.586982,125,4.254752
-231.508193,204,4.311783
-137.404551,163,4.356084
-71.510968,104,4.383176
-77.843996,81,4.403751
7.148416,153,4.44486
-215.312578,168,4.49018
-193.037819,215,4.551481
-77.95216,162,4.594732
