#{"t_start": 1784294856.0515575, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.027349
-136.493392,122,0.057051
-63.971389,112,0.083746
-83.039302,107,0.10933
-45.747765,70,0.126016
-71.839676,86,0.161185
-148.312912,103,0.185374
-133.015995,70,0.201807
-357.975231,122,0.2325
-336.972435,88,0.253941
-285.022724,135,0.303719
-277.660686,103,0.329338
-376.986313,91,0.351341
-222.807795,66,0.367792
-438.308536,82,0.388065
-92.716772,83,0.423006
-84.764851,93,0.44646
-213.566493,98,0.470007
-132.183278,102,0.494587
-152.102238,78,0.513613
-76.581971,65,0.529467
-222.314171,72,0.546699
-278.037702,89,0.584678
-281.653084,75,0.603521
-189.987371,74,0.621656
-115.869069,90,0.643536
-162.857282,80,0.662647
-100.790875,73,0.680223
-154.833176,71,0.712487
-118.92048,115,0.740438
-85.545455,70,0.757719
-135.396788,93,0.780197
-162.049713,137,0.815056
-147.385685,113,0.858639
-32.681964,119,0.88958
-83.592598,85,0.910787
-183.949386,88,0.932005
-108.246844,58,0.945905
-329.823714,78,0.965161
-187.726184,113,1.00833
-97.686123,83,1.02817
-147.302331,74,1.046
-134.197916,126,1.077678
-114.170109,91,1.099677
-113.739417,80,1.133811
-292.510859,110,1.16226
-116.14544,110,1.188642
-185.65003,96,1.212167
-396.115084,115,1.240131
-132.521495,82,1.274825
-68.351771,66,1.291054
-25.802324,90,1.312937
-307.072306,91,1.336025
-69.761191,83,1.356657
-113.806997,94,1.379735
-129.134435,99,1.418865
-104.487408,90,1.440759
-91.686615,116,1.469471
-156.440272,70,1.486473
-125.059613,77,1.50527
-128.692694,98,1.528937
-174.510475,108,1.57092
-95.908964,83,1.591046
-327.599731,117,1.619983
-196.881458,75,1.638524
-108.790608,77,1.6578
-152.080387,65,1.673208
-201.050852,135,1.723078
-92.231708,76,1.741619
-265.366201,119,1.7711
-86.504469,136,1.805304
-186.737763,72,1.837741
-121.615636,101,1.862929
-132.131008,92,1.885516
-67.604778,97,1.910243
-127.931971,90,1.932847
-144.415263,82,1.952478
-165.151304,81,1.987358
-175.054899,129,2.020575
-87.312368,112,2.048193
-236.158441,94,2.072565
-168.781294,79,2.092303
-344.501689,120,2.137348
-135.705806,73,2.15456
-131.155018,96,2.176989
-96.840302,66,2.192205
-214.069149,124,2.22342
-186.153339,143,2.272858
-214.389597,120,2.302083
-196.727341,100,2.32603
-92.688502,99,2.349634
-156.767475,110,2.374951
-279.816175,69,2.405709
-158.632251,82,2.42511
-117.027427,64,2.439941
-93.828554,95,2.462517
-135.09904,99,2.485873
-24.886608,93,2.509045
-182.650357,100,2.547661
-114.035691,66,2.56337
-209.565079,102,2.588327
-124.462727,91,2.610129
-390.500006,118,2.638147
-147.742553,114,2.680318
-116.525971,68,2.696623
-322.286866,120,2.725632
-244.606892,88,2.74721
-170.719069,65,2.763281
-32.490924,65,2.778723
-145.499945,97,2.8161
-94.731951,128,2.847214
-74.247834,76,2.8645
-125.279534,78,2.882918
-367.257642,83,2.902846
-223.964339,92,2.92488
-125.465255,115,2.967734
-190.425627,92,2.989869
-72.636118,86,3.010321
-100.332916,132,3.043225
-179.778598,124,3.087633
-75.467961,68,3.104053
-268.681083,106,3.129745
-96.86595,92,3.151699
-112.223012,97,3.174152
-47.102545,66,3.189343
-261.657271,98,3.227713
-213.415348,100,3.251762
-229.643129,103,3.276283
-160.770682,126,3.307205
-130.071568,91,3.328837
-415.428875,100,3.367796
-90.582579,85,3.388525
-79.09878,65,3.403983
-257.217007,148,3.440908
-269.212716,114,3.467939
-206.230163,84,3.503535
-134.982858,119,3.535649
-80.253387,110,3.564038
-71.585537,117,3.592586
-110.789739,121,3.622545
