#{"t_start": 1784296156.128642, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.0279
-136.493392,122,0.058398
-63.971389,112,0.085443
-83.039302,107,0.111537
-45.747765,70,0.128408
-71.839676,86,0.149278
-120.432122,104,0.173692
-221.964268,86,0.194093
-144.006323,87,0.215706
-337.997715,141,0.251481
-94.388122,78,0.270353
-69.191647,112,0.297818
-115.622867,54,0.310722
-40.600969,70,0.327697
-312.77192,103,0.35338
-121.911247,83,0.373652
-83.948529,127,0.405171
-329.920648,119,0.434059
-177.151359,65,0.449563
-240.220509,116,0.477867
17.444331,74,0.495948
-295.345559,84,0.821955
-115.548178,149,0.860014
-184.273028,79,0.879356
4.694864,68,0.896262
-142.425165,75,0.914519
-41.99621,69,0.931404
-67.036568,85,0.951739
-199.046252,68,0.968076
-143.825008,113,0.995426
-131.804766,75,1.01346
-124.699887,66,1.028956
-101.069611,81,1.04875
-216.905613,61,1.063348
-51.246076,63,1.078689
-139.113241,87,1.099804
-78.77186,94,1.122979
-161.318707,96,1.146037
-80.103372,80,1.165324
-198.019425,131,1.198481
-354.145993,112,1.225646
-158.044306,77,1.244412
-102.364605,80,1.263782
-296.528459,104,1.289876
-182.208651,104,1.622477
-207.573658,133,1.657598
-320.847712,124,1.687794
-94.919623,103,1.713389
-164.270135,105,1.739405
-171.445821,79,1.758884
-242.603667,110,1.78569
-32.172427,71,1.803035
-151.307372,106,1.829096
-347.007698,173,1.874871
-386.884075,101,1.900208
-119.125072,77,1.918998
-60.856815,75,1.937565
-166.575554,101,1.962722
-137.239923,89,1.984383
-110.777459,143,2.021452
-249.7076,76,2.04036
-186.658715,78,2.059687
-91.082829,140,2.095563
17.602475,94,2.119197
-216.437068,91,2.451554
29.285546,83,2.473221
-199.17432,89,2.495811
-152.236485,78,2.515306
-85.544812,81,2.535241
-72.35946,74,2.553624
-114.45591,161,2.596124
-127.579443,92,2.619235
-109.750927,68,2.636043
-52.615995,82,2.656948
-74.878448,90,2.679359
-202.702552,88,2.701854
-359.650625,111,2.729994
-223.64163,120,2.760223
-162.090994,90,2.782806
-66.331823,121,2.813555
-107.048651,112,2.842179
-196.425978,108,2.869173
-95.929105,136,2.903843
-71.927372,74,2.922321
9.418498,77,2.941914
-185.620584,114,3.279424
-107.001476,124,3.312323
-281.228679,138,3.349406
-66.074599,83,3.370469
-56.6739,95,3.394274
-132.845649,106,3.422037
-111.853988,114,3.451015
-206.035685,176,3.499821
-21.550001,121,3.531295
-322.351491,200,3.58746
-288.318925,118,3.618516
-200.075387,102,3.644135
-96.266716,130,3.678771
-88.636825,87,3.700783
-51.472319,115,3.730448
-88.117439,79,3.750001
-263.075654,96,3.774768
-72.478202,108,3.802372
-169.15397,153,4.150133
-155.241777,176,4.198796
-219.068191,209,4.256397
-352.458232,214,4.31886
-222.560189,98,4.344265
-217.750294,104,4.370851
-112.682758,141,4.408916
-51.374424,96,4.433794
-96.35482,153,4.474538
-217.426791,164,4.517309
-66.42374,121,4.549361
-107.758604,167,4.595136
-372.310329,100,4.620761
-271.257643,176,4.978843
-323.386194,139,5.016469
-517.942493,180,5.064929
-90.275723,68,5.081837
-113.190934,176,5.129986
-286.653357,138,5.167047
-397.057282,137,5.202159
3.020007,98,5.22738
-189.441044,230,5.297667
-358.681287,145,5.3363
-252.361985,153,5.377305
-214.198657,165,5.422385
-351.635779,148,5.461711
-282.630525,116,5.491197
-2.805742,87,5.513089
-133.598825,178,5.869659
-505.370336,205,5.928598
-336.269459,188,5.98032
-100.263581,143,6.017858
-254.428127,120,6.049034
-365.483275,158,6.091271
-226.392187,105,6.117815
-205.691358,155,6.158473
-490.221051,211,6.219495
-424.427114,114,6.247857
-77.297494,168,6.29423
-352.432985,149,6.333559
-344.394903,218,6.707089
-77.553327,142,6.745157
-318.54648,197,6.800869
-192.630856,210,6.863762
-178.555248,108,6.89154
-33.335526,126,6.926194
-240.055256,132,6.96496
-161.610281,98,6.993196
-15.713504,100,7.020692
-11.813899,1000,8.044186
-184.250442,245,8.120431
-216.121221,136,8.156016
-23.447368,199,8.215275
-50.604813,147,8.254981
-15.453756,153,8.296463
-300.459232,149,8.335662
-50.612103,165,8.384829
-262.777477,205,8.445991
-98.343957,161,8.488945
-165.784264,248,8.564401
-60.049966,181,8.921866
-337.892839,117,8.953129
-302.505314,182,9.003432
-215.803796,166,9.049116
-245.585874,129,9.082755
-255.693506,223,9.148527
-174.202622,239,9.222304
-7.150217,137,9.25956
-197.406197,213,9.324018
-99.834852,127,9.357917
-152.541099,133,9.393436
-86.11809,126,9.42782
-211.713916,117,9.457887
-183.630851,148,9.804666
-193.289599,200,9.861322
-50.88981,130,9.895696
-235.330193,192,9.951675
-19.866436,145,9.991225
-115.029839,133,10.026391
-25.161434,212,10.088886
-432.603482,145,10.128074
-0.86101,128,10.162114
-251.132858,201,10.221806
-209.101315,234,10.290985
