#{"t_start": 1784296043.4000974, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.027814
-136.493392,122,0.05935
-63.971389,112,0.08726
-83.039302,107,0.115306
-45.747765,70,0.132771
-71.839676,86,0.154763
-120.432122,104,0.180433
-221.964268,86,0.201328
-144.006323,87,0.223759
-337.997715,141,0.261276
-94.388122,78,0.281045
-69.191647,112,0.308801
-115.622867,54,0.321824
-40.600969,70,0.338975
-312.77192,103,0.36495
-121.911247,83,0.385297
-83.948529,127,0.417326
-329.920648,119,0.447483
-177.151359,65,0.463704
-240.220509,116,0.492534
17.444331,74,0.511034
-295.345559,84,0.849711
-115.548178,149,0.888984
-184.273028,79,0.908659
-17.278419,66,0.92554
-66.19466,84,0.946435
-132.560439,73,0.964948
-214.02379,103,0.990714
-123.458494,113,1.0189
-445.857693,113,1.047548
-87.048114,78,1.066803
-245.0334,89,1.089443
-178.065844,60,1.1041
-177.531942,115,1.134255
-224.599254,127,1.166783
-83.947375,95,1.190753
-78.277948,67,1.20726
-227.856264,74,1.225715
-59.269861,99,1.250263
-141.597447,63,1.265738
-144.26788,98,1.290389
-117.745334,90,1.312782
5.40761,93,1.33602
-217.939826,123,1.682865
-152.987926,82,1.704037
-87.420412,92,1.726951
-316.338192,93,1.749836
-194.019138,83,1.770196
-168.956022,86,1.792368
-268.46659,91,1.815235
-107.728953,89,1.83722
-86.417958,75,1.85575
-134.838415,109,1.883502
-318.636023,131,1.917891
-174.988934,80,1.938689
-214.755312,91,1.961925
-49.281141,122,1.993807
-272.345117,125,2.026725
-127.368609,59,2.041976
-104.722404,113,2.07163
-73.712591,76,2.090745
-86.523752,63,2.106089
-82.743381,69,2.123325
-58.236619,70,2.140992
-103.796928,81,2.161166
-229.540162,92,2.184521
-58.015807,71,2.518243
-297.163728,89,2.541405
-500.90489,135,2.577638
-134.278794,87,2.599874
-418.205309,86,2.621006
-284.62415,70,2.638642
-218.567241,68,2.65616
-347.36434,81,2.677504
-234.837064,79,2.697581
-369.156073,110,2.727468
-370.997435,107,2.754819
-558.225404,124,2.787544
-106.186419,110,2.816031
-128.284137,68,2.833101
-520.678681,153,2.873713
-80.603973,135,2.909241
-414.484871,121,2.940952
-424.635733,134,2.975364
-39.315228,119,3.006485
-333.360773,80,3.027084
-175.034312,89,3.367303
-40.516458,71,3.385318
-276.129615,100,3.41136
-38.27116,113,3.440954
-50.528898,115,3.470736
-271.389952,96,3.495855
-262.707577,92,3.519779
-120.84191,89,3.542298
-74.640075,109,3.570425
-139.031757,89,3.593264
-283.410032,90,3.617167
-86.179455,80,3.637835
-413.754728,105,3.665061
-324.813162,120,3.695848
-36.129328,73,3.71421
-70.66538,72,3.73233
-238.064645,105,3.759813
-284.859129,95,3.783732
-138.16404,66,3.800583
-215.645856,122,3.832866
-167.725595,116,3.862777
-113.086255,79,3.883223
18.73557,91,4.224815
-211.789884,112,4.254019
-61.761767,164,4.298728
-145.265178,94,4.323026
-83.906156,102,4.349522
-70.722761,101,4.375514
-61.740056,70,4.393819
-110.673434,116,4.424263
-258.405638,129,4.458107
-76.813556,126,4.491144
-119.679985,116,4.521436
-106.425401,138,4.558188
-95.832823,98,4.582791
-267.160557,186,4.636022
-264.363019,131,4.67034
-0.154693,139,4.708637
-52.398394,114,4.738825
-148.68328,160,5.098479
-169.712033,100,5.125257
-321.909794,116,5.155574
-25.331397,167,5.201649
-189.648269,138,5.238915
-328.980756,119,5.270116
-169.813804,146,5.310755
-232.418909,117,5.341293
-119.695735,136,5.378141
-192.105623,105,5.405398
-285.676771,150,5.445974
-306.827392,89,5.469271
-146.474659,138,5.506448
-58.819325,78,5.526494
-242.954929,219,5.591293
-69.65486,76,5.610743
-99.561723,157,5.968878
-6.813187,1000,6.717195
-47.073015,123,6.751304
-150.69283,169,6.79776
-295.670487,281,6.886785
-167.334768,148,6.927607
-47.247134,202,7.303808
-37.562148,101,7.331475
-191.242397,157,7.375013
