#{"t_start": 1784295473.4324741, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.028719
-136.493392,122,0.059156
-63.971389,112,0.086487
-83.039302,107,0.113611
-45.747765,70,0.131471
-71.839676,86,0.153163
-120.432122,104,0.178229
-221.964268,86,0.198891
-144.006323,87,0.221281
-337.997715,141,0.258706
-94.388122,78,0.277924
-69.191647,112,0.306162
-115.622867,54,0.319917
-40.600969,70,0.337707
-312.77192,103,0.364516
-121.911247,83,0.384709
-83.948529,127,0.41752
-329.920648,119,0.447485
-177.151359,65,0.46379
-240.220509,116,0.492944
17.444331,74,0.511442
-294.347668,84,0.714484
-254.42095,161,0.755882
-43.772736,67,0.772171
-65.047802,66,0.788634
-96.915332,85,0.809604
-137.825159,136,0.843794
-135.828163,134,0.877089
-325.411825,114,0.904176
-274.891793,119,0.933384
-75.905965,121,0.963436
-220.819847,98,0.987695
-377.154971,141,1.02261
-106.191409,70,1.039068
-117.6673,100,1.063152
-329.543867,96,1.086483
-305.474703,103,1.111377
50.699833,106,1.137775
-107.972698,84,1.158138
-359.317891,119,1.186483
-56.378382,90,1.38843
-98.384207,155,1.429225
-126.100117,134,1.462852
-53.355715,130,1.495875
-73.522374,94,1.518843
-183.006786,116,1.546872
-78.862222,125,1.577649
-455.302053,102,1.602254
-165.096579,127,1.634591
-241.815722,91,1.65723
-455.536697,94,1.679735
-103.89256,88,1.701155
125.644942,1000,2.547355
-29.420104,109,2.575586
-64.316651,134,2.609112
-254.017447,147,2.647169
-279.872873,167,2.690597
-195.139497,70,2.708152
-473.098358,137,2.74282
-251.962721,114,2.771432
-246.835302,106,2.797803
-62.630501,68,2.813999
-146.642783,80,2.834762
-216.559984,123,2.86763
-239.977242,124,2.898984
-221.017511,80,2.918588
-74.008669,90,2.940733
-97.252248,94,2.964244
-139.557367,99,2.988995
-157.951587,111,3.194625
-300.491203,88,3.215844
-97.847396,139,3.251314
-379.529563,91,3.27334
-360.098502,125,3.304015
-54.029393,69,3.320606
-157.079146,180,3.368939
-72.455696,123,3.399441
-54.789479,108,3.426114
-34.749102,77,3.444863
-282.283022,138,3.479711
-163.273039,105,3.506654
-112.283421,96,3.530332
-301.669382,123,3.560342
-114.845684,175,3.607376
-313.699972,94,3.630545
-179.778612,99,3.655071
-66.797248,142,3.690753
-38.788843,155,3.910813
-164.846301,98,3.934665
-313.108661,141,3.970217
-113.41932,253,4.042979
-241.023981,106,4.069429
-68.695241,110,4.097775
-396.908289,163,4.139039
-97.034147,83,4.159724
-111.872346,164,4.202943
-400.942774,156,4.243387
-185.524979,143,4.280172
-264.985012,189,4.330172
-167.216452,128,4.363099
-159.559788,82,4.383748
0.712064,106,4.410705
-115.290825,124,4.624551
-90.329628,110,4.652892
-78.964214,164,4.695952
-167.538358,275,4.780739
-66.064927,114,4.810882
-176.657043,136,4.846835
-157.272365,124,4.879133
81.205562,1000,5.507462
-90.994021,167,5.734614
-250.171557,158,5.777635
-114.401613,200,5.834029
32.439113,1000,6.305606
-156.066143,151,6.346029
-50.6398,146,6.384369
-203.949009,132,6.418532
-269.972491,190,6.653429
1.805591,157,6.696358
-104.407901,103,6.722979
-121.56386,329,6.839398
-5.289059,106,6.867712
-77.719294,132,6.902689
-93.276251,85,6.924611
-69.115574,131,6.959006
-20.739307,92,6.983548
-103.527763,132,7.018366
-272.333267,195,7.075434
-15.423986,165,7.121526
9.795637,92,7.146081
-25.482492,162,7.19107
-46.929639,134,7.414381
-84.786896,157,7.458856
-153.183729,156,7.502552
-10.341932,129,7.537907
-256.219696,171,7.586124
-13.764294,113,7.615731
-119.323945,129,7.64952
-52.656047,103,7.676395
-80.424429,121,7.709327
-95.204234,146,7.74979
-40.497244,122,7.784039
-59.005679,124,7.816828
-24.654363,118,7.848047
-2.762397,100,7.874427
-78.411798,157,7.916518
-71.11653,127,7.950432
-43.12693,115,8.17036
5.443801,111,8.200707
-14.820849,125,8.234419
-79.978249,180,8.286819
-83.08554,161,8.33134
-82.105252,128,8.366329
-62.101685,123,8.400495
-102.600052,214,8.464386
14.088592,192,8.523314
-58.489881,193,8.580034
-51.007074,120,8.612146
-50.905237,184,8.665816
-50.476865,159,8.709377
-249.874168,200,8.953442
-203.717733,142,8.990026
-90.988498,220,9.054019
-145.144853,101,9.079515
-148.927842,181,9.127847
-118.590197,123,9.159587
-43.857364,146,9.198501
-319.622646,126,9.230874
-51.159649,146,9.269002
-30.427598,200,9.327758
-17.383076,309,9.43355
-39.939125,148,9.474345
-89.115443,184,9.708791
-153.495537,264,9.793154
-8.209656,215,9.857971
92.62805,1000,10.439
77.929472,1000,11.148624
75.302291,1000,11.666276
9.781537,214,11.728616
-118.290236,359,12.048363
-106.915773,233,12.120759
-83.502673,362,12.248601
45.421764,172,12.296091
