#{"t_start": 1784295230.3419776, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.027593
-136.493392,122,0.057417
-63.971389,112,0.083905
-83.039302,107,0.109514
-45.747765,70,0.126044
-71.839676,86,0.14657
-120.432122,104,0.170922
-221.964268,86,0.191051
-144.006323,87,0.212353
-337.997715,141,0.247381
-94.388122,78,0.265526
-69.191647,112,0.292268
-115.622867,54,0.304686
-40.600969,70,0.321783
-312.77192,103,0.346718
-121.911247,83,0.366038
-83.948529,127,0.398052
-329.920648,119,0.426139
-177.151359,65,0.441456
-240.220509,116,0.46906
17.444331,74,0.486582
-326.355921,83,0.671021
-30.269419,80,0.690529
-159.447864,106,0.716139
-96.757826,110,0.743094
-101.375062,94,0.765895
-216.182168,105,0.790866
-78.540247,95,0.8131
-185.026242,129,0.844085
-292.655933,107,0.869271
-254.855595,114,0.897075
-32.601375,78,0.915621
-251.041205,90,0.937501
-192.967525,110,0.963784
-90.137813,63,0.978415
-116.381505,93,1.000834
-403.820044,89,1.021906
-104.715058,94,1.044358
-186.049442,111,1.071196
-285.972386,74,1.08872
-136.100818,104,1.113345
-104.320241,113,1.139942
-282.319765,137,1.340096
-122.844273,104,1.365145
-133.1468,88,1.385913
-116.784644,109,1.411878
-215.233207,139,1.446133
-110.458321,85,1.465757
-160.249798,90,1.486593
-337.320893,119,1.515206
-223.420699,135,1.548136
-450.851729,103,1.572712
-77.37109,69,1.588897
-108.127517,131,1.62053
-355.094031,154,1.659277
-276.476506,101,1.683773
-194.687563,112,1.710738
-74.909821,72,1.727568
-453.43281,116,1.755293
-55.630011,69,1.771703
-64.978028,87,1.792446
-278.514682,68,1.973408
-198.283047,75,1.992072
-119.575982,117,2.021307
-140.105918,111,2.048293
-356.944364,119,2.076452
-175.051352,100,2.100516
16.475943,157,2.140282
-66.42507,66,2.15563
-4.536447,82,2.175592
-52.80272,117,2.204523
-188.669362,92,2.22716
-244.761225,87,2.247937
-354.377652,103,2.272759
-90.397567,107,2.298239
-75.388649,83,2.31834
-128.004944,71,2.335285
-52.684503,59,2.349026
-147.143063,109,2.375244
-223.239158,119,2.404327
-73.025084,87,2.425027
-86.962407,101,2.450026
-72.914519,82,2.469431
-319.55184,112,2.661493
-44.67449,87,2.682329
-101.332144,66,2.697752
-152.970881,111,2.725136
-181.995606,93,2.746592
-89.616682,88,2.766831
-76.143373,75,2.784696
-146.33031,85,2.804922
-130.10431,69,2.820885
-220.319566,127,2.852257
-129.325773,90,2.873922
-138.915936,89,2.895545
-113.235788,70,2.911983
-257.514698,107,2.938361
-95.837927,91,2.960217
-264.837148,169,3.002745
-118.28283,98,3.026297
-254.283041,87,3.04788
-89.617449,80,3.067095
-106.700181,76,3.085378
-290.170763,149,3.122407
-133.704824,102,3.312681
-257.577038,102,3.33601
-229.783896,145,3.371946
-29.197966,99,3.396225
-297.667163,177,3.441306
-180.728737,101,3.465983
-66.596988,119,3.495321
-95.907402,133,3.528246
-215.608788,89,3.549193
-165.711817,95,3.572037
-355.092698,172,3.615853
-124.567298,98,3.639104
-66.767232,72,3.655906
-224.719321,141,3.691446
-145.145869,129,3.723969
-155.195951,141,3.759274
-157.543531,121,3.788136
-106.716685,80,3.972048
-172.010013,94,3.996033
-259.354711,89,4.017715
-115.712363,98,4.041749
-319.853629,96,4.065384
-128.237021,97,4.088683
-182.108985,101,4.112966
-115.694523,79,4.131978
-263.242641,117,4.160297
-52.491729,70,4.177308
-216.484509,138,4.211956
-109.753606,111,4.239769
-19.181009,95,4.26289
-131.748645,88,4.283909
-148.703613,113,4.312052
-392.035548,144,4.349217
-149.362021,124,4.380843
-67.411196,82,4.40041
-120.216383,148,4.436938
-142.399881,120,4.466483
-46.134291,84,4.652085
-66.119249,81,4.672206
-51.71869,129,4.704933
-289.53793,108,4.73136
-178.919334,87,4.752184
-267.304665,123,4.782054
-350.469569,129,4.813625
-112.198175,82,4.833093
-118.403,72,4.850111
-48.755615,91,4.872365
-130.04106,112,4.900394
-172.540568,150,4.938529
-113.530249,102,4.963112
-360.427706,134,4.996251
-80.832201,117,5.025614
-174.305811,132,5.058233
-80.578129,142,5.094337
-232.495248,154,5.134438
-120.359432,175,5.345606
-277.265956,132,5.378529
-204.350117,137,5.413788
-291.152893,177,5.459322
-16.931373,88,5.480703
-47.226125,79,5.499808
-108.800363,137,5.534685
-320.819,163,5.577757
