#{"t_start": 1784145627.4586127, "env_id": "LunarLander-v3"}
r,l,t
-157.187229,61,0.039684
-118.021173,63,0.080026
-341.121422,120,0.15708
-116.635316,104,0.224472
-148.989943,95,0.288148
-94.76038,121,0.366195
-129.563189,81,0.41721
-304.349515,124,0.497381
-62.512563,67,0.540866
-188.925563,89,0.597946
-114.234722,114,0.928758
-165.235829,98,0.99291
-163.178623,97,1.054637
-98.052553,76,1.102979
-257.0389,112,1.176728
-116.294006,78,1.226469
-120.172036,86,1.280947
-9.941167,113,1.355206
-122.800519,82,1.407585
-158.438903,114,1.482253
-121.778947,97,1.543658
-165.008945,114,1.872822
-25.538973,72,1.920163
-219.257231,98,1.985685
-132.184342,91,2.045128
-190.349781,104,2.113331
-324.488,106,2.183747
-79.161588,69,2.22964
-45.583007,81,2.283277
-69.903582,80,2.336884
-239.351422,106,2.406499
-124.155218,114,2.480066
-119.042984,122,3.260532
-100.510253,139,3.356252
-75.879724,62,3.396501
-254.400235,151,3.503433
-79.533152,63,3.545056
-71.60731,106,3.618726
-342.326785,137,3.709189
-182.462588,120,3.78971
-147.77604,85,3.847702
-72.496516,78,3.89818
-130.262354,69,4.200749
-92.237565,63,4.241146
-117.476524,98,4.308776
-90.811739,78,4.362839
-167.622445,119,4.441315
-63.624195,110,4.516698
-136.495693,114,4.59334
-174.616891,107,4.666056
-142.664903,71,4.712316
-104.988906,97,4.777414
-123.552483,98,4.843929
-137.300372,107,5.169455
-137.897984,110,5.242044
-130.983291,128,5.328897
-157.673056,88,5.390019
-192.722238,79,5.443127
-153.153269,117,5.521376
-104.4214,61,5.562339
-198.237099,116,5.64241
-174.021871,130,5.728762
-291.594649,145,6.080939
-91.395539,94,6.617091
-48.2975,72,6.665339
-106.180082,92,6.728442
-64.841324,71,6.774275
-67.817369,66,6.819006
-105.981685,84,6.873359
-142.041905,91,6.933599
-61.741495,70,6.985227
-144.836261,97,7.052171
-110.104204,131,7.140321
-61.484281,110,7.465772
18.795313,144,7.566705
-175.162225,153,7.67314
-99.658348,119,7.756312
