#{"t_start": 1784145627.4584603, "env_id": "LunarLander-v3"}
r,l,t
-260.407839,83,0.055007
-117.357717,98,0.116678
-308.505617,87,0.172074
-180.663441,124,0.254237
-115.720247,109,0.325514
-129.864442,107,0.394058
-252.053591,82,0.44574
-100.668748,76,0.495219
-112.427935,102,0.561528
-124.755961,127,0.643436
-85.904208,68,0.944464
-80.187482,119,1.020923
-152.260807,70,1.065339
-150.535547,127,1.147729
-195.302668,126,1.230049
-333.20174,95,1.290632
8.532169,97,1.353558
-92.086508,65,1.395044
-134.285281,115,1.470994
-102.994222,73,1.516958
-322.307684,111,1.84364
-87.29298,78,1.895098
-158.701497,79,1.946895
-170.117696,99,2.012409
-344.755995,114,2.086978
-107.937939,67,2.131806
-98.712555,100,2.197333
-126.655897,83,2.254381
-96.875564,74,2.302009
-125.579766,78,2.353507
-170.326596,71,2.400458
-163.975937,70,2.446001
-122.039505,84,2.500379
-99.115032,78,3.252102
-116.34735,85,3.310856
-87.879239,98,3.377955
-175.550201,107,3.450869
-215.538239,110,3.526573
-135.355598,117,3.608127
-124.220483,80,3.660097
-44.039523,128,3.744744
-108.278368,92,3.808779
-117.098792,77,3.86107
-238.059143,103,4.182727
-121.130071,124,4.265688
-210.551247,128,4.353495
-104.782108,93,4.415103
-46.871377,127,4.501932
-63.415074,66,4.547278
-93.5362,93,4.609768
-64.699985,87,4.668885
-168.650493,87,4.72572
-324.295119,127,4.812103
-78.454398,110,5.137786
-81.183971,102,5.205965
-105.633887,91,5.267345
-78.036814,81,5.321587
-100.805591,76,5.375334
-73.723469,77,5.426886
-115.150514,75,5.477521
-85.034377,67,5.522484
-51.997577,74,5.571959
-120.88067,84,5.630468
-95.208349,138,5.72151
-128.499742,105,6.046724
-79.253653,73,6.096602
-120.478238,117,6.648881
-149.467719,107,6.720908
-74.882746,121,6.802647
-175.976653,73,6.849496
-224.279781,102,6.915728
-112.757977,136,7.011715
18.967362,100,7.080091
-146.966,87,7.13859
-61.197243,68,7.18269
-128.00164,138,7.532395
-126.781163,94,7.596467
-213.333861,162,7.711165
-81.365374,73,7.761222
-229.766559,119,7.846041
-315.080439,132,7.933004
-110.281829,137,8.026501
-102.93471,138,8.127971
-105.485203,96,8.445307
-105.13578,107,8.519928
-100.345741,76,8.570403
-60.474859,93,8.634281
-65.473528,126,8.722365
-96.026773,80,8.7785
-97.299059,132,8.869334
-53.422621,87,8.930317
-69.850778,65,8.980077
-130.125261,155,9.092141
-7.224036,96,9.430576
-52.991769,74,9.486348
-57.092191,115,9.948115
-59.162556,108,10.025436
-59.624746,138,10.125044
-87.384182,86,10.187445
-85.073115,95,10.257249
-174.762019,147,10.364095
-83.772232,107,10.441753
-132.594367,86,10.500448
-69.907594,137,10.854974
-132.088204,139,10.955612
-47.466993,97,11.028142
-30.341649,91,11.093132
-73.249183,92,11.158354
-43.288154,134,11.254902
-77.676305,101,11.325328
-33.57785,145,11.428602
-72.956902,102,11.502697
-90.556538,152,11.86212
-15.291146,108,11.942096
-107.720797,162,12.084606
-163.444667,168,12.262051
-90.895872,151,12.425404
-55.692527,158,12.624726
-69.674278,122,12.799985
-20.84737,113,13.238828
-16.645452,234,14.04732
-81.639396,96,14.271818
-11.76149,169,14.526026
-49.858412,187,14.81984
-65.277969,186,14.971273
-20.076657,148,15.354995
-40.473143,121,15.493538
-6.414674,164,15.702443
-260.162984,96,15.837016
-34.708653,181,16.143438
-55.440723,165,16.501826
-31.468715,149,16.750046
-31.114521,144,17.21897
-51.992307,129,17.409906
-71.53808,174,17.682351
-36.081354,161,17.817783
33.379177,157,17.982568
-128.756368,118,18.13858
65.641675,140,18.349344
-30.996578,115,18.806146
-112.325997,145,19.100328
10.22434,158,20.181649
-8.440169,133,20.374514
-14.720742,116,20.526706
-56.5352,156,20.740837
-24.371839,165,21.029733
25.470493,138,21.613599
-21.318973,173,22.017895
-15.624535,175,22.513254
20.996322,158,23.065596
-16.664465,124,23.430419
-1.267399,141,23.761114
3.039346,149,24.053283
-14.17855,181,24.646871
-58.942313,140,24.835881
-27.125071,141,24.975224
14.803462,181,25.165348
41.455743,215,25.448813
-1.678748,138,25.656547
-40.624233,239,26.261276
14.845159,130,26.492887
-50.28124,181,27.876422
-35.718378,138,28.103409
-55.942154,186,28.522363
3.422906,183,29.016072
-52.520264,133,29.508073
-11.94428,252,30.107858
-4.020222,161,30.523394
36.421226,162,30.964613
-37.002178,169,31.579827
7.275327,185,32.310755
30.67249,166,33.067671
26.751714,167,33.453719
11.985896,134,33.706141
22.90631,122,33.944101
107.184905,1000,37.694433
20.040973,150,38.08427
82.89022,1000,41.360153
97.393408,1000,44.528573
13.320354,231,45.0536
84.365903,1000,49.769879
-24.723675,256,50.647624
-52.022731,217,51.098741
117.46613,1000,54.631645
-159.091395,343,55.672298
57.712455,1000,59.532504
-0.790582,148,59.830993
-68.611671,644,61.886777
100.572196,1000,65.398189
44.828869,247,66.028797
131.320184,1000,70.50569
20.684114,244,71.039587
131.107178,1000,73.908728
-36.660361,304,74.989142
51.856473,1000,78.416835
89.018692,1000,82.685937
137.401008,1000,85.697979
-67.388823,155,86.272295
7.431034,205,86.716109
-18.666047,199,87.201452
11.598976,259,87.972163
-27.215564,214,88.655664
-23.877973,265,89.618879
93.610124,1000,94.291257
146.005697,1000,98.052409
94.220863,1000,102.589157
102.692437,1000,107.449739
87.548262,1000,110.898947
100.425521,1000,114.611416
149.496048,1000,119.684293
-10.390919,341,120.621756
113.738388,1000,124.181836
207.330606,457,125.027564
96.756501,1000,129.675157
106.288036,1000,132.68964
129.199904,1000,135.956707
10.433056,275,136.912945
158.756867,1000,141.167036
-23.517924,239,141.804108
148.859865,1000,144.890309
125.676754,1000,148.771758
14.402582,235,149.335814
158.135808,1000,152.883633
-3.3103,248,153.563722
147.830919,1000,156.41244
45.873896,249,157.12233
110.145417,1000,160.41778
131.895216,1000,164.944238
11.599188,244,165.694411
124.43383,1000,169.11826
15.797054,267,169.815683
119.965768,1000,174.276986
9.7427,339,175.066155
136.615503,1000,178.194072
168.757268,1000,181.177042
145.506381,1000,185.779565
123.554578,1000,189.208933
132.011755,1000,192.191955
119.47474,1000,195.94844
96.51607,1000,199.356559
141.108803,1000,202.489236
133.017317,1000,206.263852
150.537079,1000,209.491565
164.453146,1000,212.382584
163.388153,1000,216.364338
176.623203,1000,219.574752
154.418475,1000,222.987363
126.153885,1000,226.905553
80.280725,1000,230.364462
140.766647,1000,233.795147
148.497732,1000,236.882712
141.119704,1000,241.15998
110.354957,1000,243.98328
137.791292,1000,247.516899
-17.622644,243,248.229377
3.198176,183,249.691715
155.877956,1000,252.490406
94.590341,1000,256.597305
190.009534,780,259.620714
148.971801,1000,264.268084
118.82318,1000,267.558709
104.392045,1000,270.976833
134.423148,1000,275.448971
143.25081,1000,278.663581
102.08453,1000,281.664805
152.921285,1000,286.472329
104.404436,1000,289.981983
112.649624,1000,293.353282
