#{"t_start": 1784145627.4582412, "env_id": "LunarLander-v3"}
r,l,t
-104.594558,76,0.050066
-65.550427,75,0.098286
-80.438379,77,0.146785
22.584042,90,0.205564
-149.399687,87,0.262543
-110.392391,115,0.338741
-332.333483,95,0.399329
-31.044703,78,0.448016
-381.629076,77,0.498609
-105.44425,95,0.559589
-467.990059,87,0.615206
-145.060494,75,0.920746
-145.027869,88,0.978527
-89.088324,66,1.020209
-321.479683,114,1.092841
-58.881867,100,1.158484
-125.084087,96,1.220496
-204.404317,110,1.291697
-192.575826,97,1.354661
-455.875385,111,1.427208
-91.096591,98,1.490123
-238.390054,122,1.568676
-351.555529,97,1.886509
-139.922324,122,1.967095
-220.811876,77,2.018009
-97.190869,84,2.073112
-82.226478,62,2.113288
-287.492031,106,2.183716
-151.596677,110,2.259159
-107.296762,57,2.294722
-209.276879,79,2.347284
-186.698347,114,2.422781
-312.906167,75,2.470781
-275.931501,125,3.253178
-111.077221,89,3.314983
-75.133513,69,3.362481
-124.661231,108,3.432584
-105.542641,90,3.498232
-87.442606,145,3.598487
-296.735533,107,3.667691
-117.591337,93,3.730323
-116.010664,103,3.799998
-63.706426,81,3.855037
-122.187316,106,4.179075
-88.087743,68,4.224552
-122.998021,104,4.294694
-200.820341,111,4.371687
-50.133406,109,4.444099
-75.392409,108,4.51789
-69.954136,67,4.563402
-275.858102,98,4.628442
-82.736759,81,4.684322
-140.254183,89,4.742948
-132.063538,91,4.805519
-489.420884,129,5.143612
-99.785302,108,5.21565
-8.116,93,5.278157
-179.444452,111,5.353734
-83.285392,93,5.417849
-131.165404,118,5.497437
-78.673282,78,5.54852
-147.253446,123,5.634475
-156.071702,89,5.691848
-184.663544,117,5.772479
-67.796256,71,6.073004
-44.462678,102,6.615086
-36.877773,137,6.70766
-214.480887,95,6.769865
-190.574847,112,6.845311
-122.09961,91,6.904738
-198.711681,100,6.975089
-114.02763,112,7.053293
-115.392456,97,7.119175
-155.946505,109,7.189892
-162.59646,126,7.53088
