#{"t_start": 1784145627.458759, "env_id": "LunarLander-v3"}
r,l,t
-228.828265,88,0.058365
-99.396909,61,0.096203
-321.457314,89,0.152947
-113.573629,86,0.209517
-219.710288,129,0.295086
-89.514821,84,0.349707
-311.523741,79,0.399983
-381.740878,105,0.465474
-157.142916,81,0.517453
-285.31565,95,0.579194
-125.091879,88,0.636521
-82.150658,128,0.976336
-218.329004,121,1.05476
-52.424409,74,1.101264
-84.965228,109,1.173259
-55.461256,66,1.214416
-79.841965,83,1.267911
-146.959997,99,1.331308
-80.448927,83,1.385354
-135.071861,83,1.440516
-136.389094,99,1.504387
-95.825706,102,1.570647
-264.641644,89,1.882512
-205.452862,103,1.950963
-66.789733,69,1.996339
-171.106075,120,2.07548
16.090646,88,2.133783
-68.769443,98,2.198067
-132.481251,87,2.257925
-110.020307,72,2.303986
-111.721368,119,2.382263
-108.649361,66,2.426216
-68.250175,68,2.469553
-32.464271,80,2.775896
-106.424629,80,3.27459
-85.70484,125,3.363083
-310.861464,132,3.452485
-115.147714,119,3.53405
-159.535013,90,3.597215
-97.874748,87,3.654091
-82.141778,85,3.710744
-111.119482,69,3.756243
-177.366026,118,3.83676
-179.237275,106,4.159484
-104.577589,83,4.217114
-66.737103,69,4.263224
-140.314948,117,4.342733
-52.378222,75,4.39322
-213.817655,113,4.470359
-171.744258,111,4.546105
-72.084887,74,4.595545
-187.953502,116,4.674926
-147.356925,104,4.743463
-237.733494,83,4.800025
-104.825687,78,5.102709
-61.740947,88,5.163478
-150.918035,90,5.22401
-230.959078,116,5.301365
-80.250634,88,5.362153
-82.116288,76,5.413929
-137.434791,106,5.485812
-114.748979,110,5.558544
31.228467,84,5.61565
-60.14352,91,5.677415
-140.550503,117,5.756544
-105.712457,141,6.107242
-117.544012,85,6.635731
-70.474554,113,6.712525
-77.828078,129,6.799644
-124.062664,116,6.874189
-284.578884,153,6.980193
-133.279261,100,7.049057
-136.648194,102,7.119018
-84.575883,117,7.195156
-128.222427,142,7.546673
-126.583493,101,7.61499
-338.983279,133,7.711226
-106.079943,107,7.783036
-118.977476,89,7.848858
-131.205043,82,7.901879
-53.0999,87,7.960196
-300.651483,140,8.05844
-133.383882,93,8.126826
-162.658581,127,8.466839
-86.622298,98,8.535922
-94.808112,101,8.603668
-51.032467,118,8.684454
-170.94237,98,8.753349
-132.106315,83,8.809752
-96.56652,110,8.884952
