#{"t_start": 1784145627.4593194, "env_id": "LunarLander-v3"}
r,l,t
-401.690443,85,0.055996
-242.037504,105,0.122258
-356.142351,118,0.198514
-279.738435,67,0.242473
-116.423349,77,0.293748
-314.301144,87,0.350759
-155.312455,94,0.409374
0.484731,56,0.444281
-238.110159,129,0.528119
-124.027498,88,0.585019
-63.408023,121,0.920356
-18.592038,108,0.990889
-335.583604,91,1.048311
-131.661008,89,1.106081
-136.361972,99,1.170631
-344.582617,96,1.23276
-219.681821,95,1.293498
-215.960446,70,1.33799
-141.421773,119,1.41605
-95.430702,76,1.46575
-85.402908,84,1.519009
-184.420795,98,1.836956
-127.746083,127,1.920659
-110.09389,71,1.967937
-99.70674,114,2.042411
-141.663457,129,2.127649
-102.435903,73,2.175375
-101.24308,73,2.224056
-121.548173,71,2.271996
-134.21011,99,2.337908
-281.205202,115,2.413551
-108.894962,113,2.486362
-62.806971,73,2.789132
-60.143393,133,3.32519
-143.90577,117,3.402457
-220.259439,98,3.474209
-97.201235,71,3.521088
-138.619288,101,3.591299
-221.232985,92,3.652111
-214.38143,89,3.711988
-91.621673,140,3.806669
-66.088789,77,3.859022
-65.363926,114,4.188476
-90.83187,73,4.23601
-206.055191,103,4.306679
-178.594549,113,4.383146
-32.207225,144,4.481467
-133.169831,100,4.549595
-150.872345,98,4.615117
-126.379776,92,4.67815
-190.552929,122,4.758311
-151.766906,120,4.838269
-113.526855,91,5.152898
-122.891238,145,5.24974
-157.874777,69,5.296087
-182.265899,119,5.379299
-236.06976,130,5.465729
-194.096067,90,5.5267
-115.301256,92,5.588574
-127.654456,111,5.663533
-78.87689,88,5.722584
-44.979211,75,5.774679
-138.738707,118,6.109093
-64.092279,101,6.649189
-132.277603,95,6.713062
-55.925966,61,6.751375
-142.805564,87,6.8117
-139.20372,124,6.891718
-280.524389,142,6.991559
-159.221904,113,7.068948
-112.790023,103,7.138306
-184.186464,124,7.473659
-206.516482,128,7.563164
-90.867788,94,7.626173
-109.71333,105,7.702197
-42.098129,69,7.749619
-122.489529,140,7.850168
-40.218454,75,7.897966
-179.025762,112,7.973989
-196.215037,118,8.056512
-185.584565,90,8.122628
-141.039341,122,8.459747
-183.851183,111,8.537937
-87.897733,91,8.597277
-464.465154,151,8.701742
-70.143325,78,8.757602
-53.842198,82,8.812794
-50.271867,72,8.862607
-297.976611,160,8.978532
-93.843172,156,9.092031
-158.285662,106,9.437262
-3.466839,167,9.938734
-87.3498,106,10.014033
-100.07417,113,10.094815
-87.003585,123,10.185169
-96.837449,97,10.256951
-127.247238,112,10.336614
-44.99135,168,10.460792
-17.978004,78,10.512582
23.40068,87,10.832057
-51.641979,113,10.914955
-47.5114,166,11.036055
-67.5023,134,11.132321
-100.927147,141,11.232268
-80.935035,120,11.316175
-93.629049,141,11.41613
-96.30204,101,11.488866
-76.897381,78,11.795198
-40.253326,153,11.905593
-32.654991,109,11.994533
-50.86902,108,12.092992
-35.405075,124,12.22301
-150.206134,92,12.322007
-165.031531,148,12.490205
-19.781552,128,12.656662
-28.743331,152,13.136626
-30.591977,162,13.34554
-33.862163,114,14.024684
-272.875607,177,14.365251
-80.361727,220,14.707062
-49.309158,148,14.878277
1.061868,227,15.323918
19.748522,126,15.460773
-186.397979,172,15.678293
-2.714892,94,15.80836
-59.207817,235,16.217258
-29.172047,117,16.46936
-214.351517,264,17.159759
-114.884588,176,17.416245
-71.065525,130,17.618418
-230.456123,144,17.766541
-55.143495,170,17.932894
-49.411806,121,18.080052
-261.306221,139,18.281742
1.814708,114,18.473317
-3.530496,188,19.101498
-41.284539,191,20.228856
5.064678,190,20.497003
-16.683422,181,20.739226
-42.52159,142,20.982954
-84.977323,146,21.570076
2.518161,186,22.010648
-55.500791,170,22.488717
44.889456,110,22.858294
-27.695143,174,23.415079
-5.123847,151,23.769135
-56.195752,209,24.19441
-31.143464,165,24.722758
-12.902239,180,24.919283
8.671468,183,25.105425
-23.211282,154,25.29463
-14.469184,125,25.46739
26.336296,121,25.650098
16.785825,134,26.094573
-46.955044,235,26.485331
-53.861999,173,27.856094
6.850074,102,28.01752
45.376693,177,28.38318
-23.763582,226,28.988475
-93.040211,154,29.522939
25.796291,1000,32.841157
2.503728,96,33.085142
-33.852069,152,33.43712
18.445332,186,33.804743
-17.235475,162,34.097874
1.810287,1000,37.934891
-30.788309,139,38.256059
-31.080095,187,38.760331
32.87122,184,39.458438
-24.940892,172,39.891001
117.234628,1000,43.460672
47.827461,213,44.000975
-19.917676,269,44.788326
13.18942,1000,49.242732
21.169788,1000,52.34473
-173.818149,631,54.721328
52.27704,1000,58.264473
-13.305375,188,58.637284
79.296184,1000,62.109549
86.66461,1000,65.617486
23.335441,215,66.153532
62.153099,1000,70.632855
-0.341597,220,71.091047
-44.377161,295,72.106306
132.611633,1000,75.036668
143.201869,1000,78.460707
-25.105479,225,78.90187
46.698659,1000,83.45372
170.740874,1000,86.446706
-11.497797,211,86.929688
82.240695,1000,90.105675
-68.628265,319,92.46188
99.247391,1000,95.507798
98.416559,1000,100.129809
106.525899,1000,104.03055
8.941119,274,106.282463
110.037572,1000,109.857905
91.358763,1000,113.382821
6.277196,352,114.930669
95.069941,1000,120.002749
104.602549,1000,123.47518
-12.787124,274,124.233086
-39.184344,332,124.835448
115.811965,1000,128.292407
136.995171,1000,132.426725
201.530998,531,134.27946
131.630705,1000,137.376585
109.608187,1000,141.616681
134.392061,1000,144.649117
-18.08187,254,145.524229
132.659494,1000,149.206076
15.71038,240,149.675443
3.053658,213,150.144807
154.857084,1000,153.97856
158.584645,1000,156.852167
-24.75352,265,157.730317
169.067268,1000,162.218405
190.409087,1000,165.313816
-88.195122,340,166.325529
129.400667,1000,169.796655
127.673296,1000,174.261638
155.903147,1000,177.302601
128.88693,1000,180.294454
140.301131,1000,184.568773
148.386549,1000,188.202484
158.127649,1000,191.177003
25.132896,284,191.994367
183.873056,317,192.961219
158.001782,1000,196.746426
145.350299,1000,200.083742
160.675445,1000,203.187435
-26.087783,333,203.967899
146.654576,1000,208.042724
166.441536,1000,210.993766
123.55863,1000,214.151521
133.926448,1000,218.097303
160.018473,1000,221.565063
164.040467,1000,224.662365
124.270838,1000,228.73895
141.099437,1000,232.259077
133.410883,1000,235.60053
145.663943,1000,239.781037
-2.588799,347,241.002093
222.576965,447,242.136181
140.921989,1000,245.270536
130.174966,1000,249.605665
-20.39211,263,250.094352
121.389029,1000,253.222854
141.211793,1000,257.386664
-61.071333,244,258.236271
133.482842,1000,262.961277
-24.653628,325,264.287219
127.760945,1000,267.576073
118.099538,1000,270.992379
126.664823,1000,275.464279
110.671247,1000,278.67719
113.693066,1000,281.686458
154.700214,1000,286.491207
-16.140387,379,287.382387
136.866996,1000,290.894621
104.343618,1000,294.416437
123.479395,1000,299.14056
107.24154,1000,302.580369
144.992712,1000,306.469679
156.239438,1000,311.061696
86.197486,1000,314.4296
133.224004,1000,317.885367
