evaluation_id,algorithm,episode_id,seed,total_reward,episode_length,outcome,success,truncated,final_step_reward,final_x,final_y,final_vx,final_vy,final_angle,final_angular_velocity,left_contact,right_contact,fuel_proxy,action_0_count,action_1_count,action_2_count,action_3_count
ppo_optuna_trial_020_search,PPO,0,2000,123.12794664348075,732,success,True,False,100.0,-0.3040601313114166,-0.07036405801773071,0.0,0.0,0.48149770498275757,0.0,1.0,1.0,107.18999999999977,66,79,323,264
ppo_optuna_trial_020_search,PPO,1,2001,215.29468378414325,545,success,True,False,100.0,-0.19376344978809357,-0.0018626237288117409,0.0,0.0,0.015657348558306694,0.0,1.0,1.0,90.17999999999968,86,83,283,93
ppo_optuna_trial_020_search,PPO,2,2002,196.8865370159916,586,success,True,False,100.0,-0.26088619232177734,0.018780622631311417,0.0,0.0,-0.16521459817886353,0.0,1.0,1.0,86.57999999999966,184,69,276,57
ppo_optuna_trial_020_search,PPO,3,2003,218.12342314127574,468,success,True,False,100.0,0.06393089145421982,-0.0011046672007068992,0.0,0.0,0.0016471998533234,0.0,1.0,1.0,78.89999999999979,61,74,247,86
ppo_optuna_trial_020_search,PPO,4,2004,-69.06252904017106,427,crash,False,False,-100.0,-0.2721636891365051,0.023743852972984314,0.06310377269983292,-0.06776316463947296,-0.5522240996360779,0.2632557451725006,1.0,1.0,76.49999999999974,91,59,246,31
ppo_optuna_trial_020_search,PPO,5,2005,204.32484807893104,465,success,True,False,100.0,0.05109148100018501,-0.001226260676048696,0.0,0.0,-0.0013016826706007123,0.0,1.0,1.0,73.67999999999982,61,88,228,88
ppo_optuna_trial_020_search,PPO,6,2006,202.84448921184344,462,success,True,False,100.0,0.2172950804233551,0.03766802325844765,0.0,0.0,0.3457165062427521,0.0,1.0,1.0,69.50999999999993,26,80,209,147
ppo_optuna_trial_020_search,PPO,7,2007,253.52245086782486,420,success,True,False,100.0,0.1628623902797699,0.005965063348412514,0.0,0.0,0.05739539489150047,0.0,1.0,1.0,65.42999999999985,75,74,204,67
ppo_optuna_trial_020_search,PPO,8,2008,206.2991727482992,691,success,True,False,100.0,-0.11239013820886612,-0.001188280526548624,0.0,0.0,-0.0009885246399790049,0.0,1.0,1.0,93.44999999999973,186,129,290,86
ppo_optuna_trial_020_search,PPO,9,2009,213.7966720419714,500,success,True,False,100.0,0.0391509048640728,-0.0008873724727891386,0.0,0.0,-0.00430145300924778,0.0,1.0,1.0,80.75999999999975,85,82,253,80
ppo_optuna_trial_020_search,PPO,10,2010,-11.530922321142278,1000,truncated,False,True,-16.719289074448206,-0.35207366943359375,-0.034673694521188736,-0.024312298744916916,0.06109762564301491,0.13575825095176697,-0.15344944596290588,0.0,0.0,152.5800000000004,144,61,470,325
ppo_optuna_trial_020_search,PPO,11,2011,223.69690757989918,409,success,True,False,100.0,0.49225157499313354,-0.16103434562683105,0.0,0.0,-0.04233594611287117,0.0,1.0,1.0,60.38999999999997,43,116,183,67
ppo_optuna_trial_020_search,PPO,12,2012,217.32935116707216,458,success,True,False,100.0,0.04539356380701065,-0.0006085658096708357,0.0,0.0,0.006746803410351276,0.0,1.0,1.0,78.8399999999998,62,71,248,77
ppo_optuna_trial_020_search,PPO,13,2013,194.46551751097564,495,success,True,False,100.0,-0.013600921258330345,-0.0011486196890473366,0.0,0.0,0.002342699561268091,0.0,1.0,1.0,82.46999999999974,95,65,261,74
ppo_optuna_trial_020_search,PPO,14,2014,34.83819538073442,1000,truncated,False,True,14.734090084161455,-0.34509116411209106,-0.04860415682196617,0.016121387481689453,0.005649113096296787,0.2172500342130661,-0.01287011243402958,1.0,1.0,144.8100000000003,79,84,434,403
ppo_optuna_trial_020_search,PPO,15,2015,204.24345079512412,622,success,True,False,100.0,-0.3132219910621643,0.0484032966196537,0.0,0.0,-0.2491537630558014,0.0,1.0,1.0,80.42999999999984,164,145,247,66
ppo_optuna_trial_020_search,PPO,16,2016,213.94949230871384,416,success,True,False,100.0,0.1309177428483963,-0.0024800682440400124,0.0,0.0,-0.009073557332158089,0.0,1.0,1.0,68.30999999999986,56,75,213,72
ppo_optuna_trial_020_search,PPO,17,2017,89.96351756987504,1000,truncated,False,True,-0.051554207979108924,0.25867652893066406,-0.03278999403119087,0.0016916131135076284,-0.00024522552848793566,-0.2324463576078415,-0.000556881888769567,1.0,1.0,78.47999999999993,472,205,232,91
ppo_optuna_trial_020_search,PPO,18,2018,193.25635593465074,740,success,True,False,100.0,-0.11133547127246857,0.00042429924360476434,0.0,0.0,-0.0037450636737048626,0.0,1.0,1.0,88.0799999999998,243,164,271,62
ppo_optuna_trial_020_search,PPO,19,2019,202.23093936117684,507,success,True,False,100.0,-0.03581037372350693,-0.000834801176097244,0.0,0.0,0.001449575531296432,0.0,1.0,1.0,82.10999999999977,83,81,257,86
