#{"t_start": 1784295124.9707882, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.02771
-136.493392,122,0.057427
-63.971389,112,0.084772
-83.039302,107,0.110709
-45.747765,70,0.127765
-71.839676,86,0.149001
-120.432122,104,0.173167
-221.964268,86,0.193759
-144.006323,87,0.215462
-337.997715,141,0.251171
-94.388122,78,0.269914
-69.191647,112,0.297247
-115.622867,54,0.30993
-40.600969,70,0.32716
-312.77192,103,0.352333
-121.911247,83,0.372066
-83.948529,127,0.403446
-329.920648,119,0.432219
-177.151359,65,0.447615
-240.220509,116,0.476028
17.444331,74,0.49415
-295.345559,84,0.602787
-250.009684,140,0.638959
-112.955444,100,0.663778
-168.174466,93,0.686859
-205.104719,94,0.71016
-353.297561,92,0.73226
-251.282485,79,0.751288
-168.331082,97,0.7755
-170.499664,116,0.803862
-154.430078,64,0.819599
-77.595404,75,0.838089
-201.544861,91,0.860322
-57.104849,70,0.877585
-135.385345,111,0.905382
-294.474179,101,0.929866
-106.761259,79,0.949107
-353.15217,80,0.968755
-285.161288,111,0.996057
-332.134846,92,1.018621
-117.483424,57,1.032891
-128.355368,86,1.054208
-84.455592,69,1.070964
-102.988968,103,1.185696
-240.803855,157,1.228593
-87.627208,95,1.252049
-54.339096,117,1.280716
-82.458346,73,1.298838
-99.354085,91,1.321717
-222.56929,111,1.348177
-99.720096,81,1.367776
-69.394431,81,1.387322
-300.557498,122,1.418638
-188.259538,117,1.447871
-350.073863,81,1.46822
-137.000434,135,1.502753
-206.397137,127,1.535381
-158.500225,63,1.550864
-320.215107,89,1.572499
-220.638215,78,1.591274
-280.3681,115,1.620106
-413.355024,86,1.641291
-73.010021,74,1.659341
-179.598686,95,1.682721
-361.617567,86,1.792823
-158.937801,122,1.824198
-332.140534,106,1.850395
-153.956072,120,1.880481
-363.155532,111,1.907756
-276.38118,89,1.929967
9.910569,112,1.958023
-72.451951,67,1.974321
-135.266672,78,1.994083
-100.692385,91,2.016762
-351.004761,125,2.04848
-350.414093,136,2.083217
-139.241173,78,2.101651
-179.790636,136,2.136938
-103.575009,104,2.162726
-163.60551,127,2.19409
-78.864622,66,2.20997
-128.124762,120,2.239658
-154.150699,135,2.275345
2.220324,133,2.398041
-146.029211,113,2.427678
-204.819158,104,2.453541
-131.210405,74,2.471872
-115.621699,94,2.495189
-59.597597,68,2.51151
-241.685664,75,2.530312
-193.678611,98,2.554299
-86.009687,59,2.568564
-91.182132,98,2.592646
-112.290817,99,2.616791
-104.369572,110,2.644696
-180.435311,97,2.668367
-131.597306,119,2.698125
-102.485893,125,2.729342
-185.643349,85,2.750107
-92.89537,79,2.769619
-86.929567,100,2.7943
-260.02872,107,2.820778
-144.989499,100,2.846507
-74.559118,86,2.86777
-334.923216,127,2.987774
-126.926008,87,3.009769
-125.68961,73,3.027416
-81.17435,89,3.049223
-140.186032,92,3.071559
-103.306511,96,3.095772
-249.931911,121,3.125621
-259.60768,113,3.154038
-107.582354,66,3.170199
-207.990897,119,3.200316
-127.006622,118,3.23115
-96.510675,78,3.250717
-176.383486,121,3.281411
-56.275168,71,3.29926
-34.63853,88,3.321875
-131.391332,95,3.345594
-178.561604,114,3.376695
-185.046826,113,3.404951
-158.404956,135,3.438749
-174.249033,108,3.46635
-162.33449,138,3.501374
-184.974289,116,3.62231
-172.631024,113,3.651404
-287.712497,114,3.680331
-222.845946,74,3.698037
-106.391969,108,3.725292
-97.630734,82,3.745715
-90.964934,74,3.763287
-80.10509,94,3.786314
-64.881587,69,3.803092
-106.313359,119,3.834438
-123.825093,114,3.862595
-127.822042,108,3.889792
-128.4411,166,3.93343
-178.010092,154,3.973622
-112.036811,73,3.991497
-245.891652,108,4.019606
-240.184888,145,4.057033
-120.037647,90,4.079253
-115.746204,112,4.107293
-222.634123,108,4.228505
-58.045661,114,4.258438
-65.175833,164,4.301764
-132.406221,106,4.328049
