#{"t_start": 1784294891.4528575, "env_id": "LunarLander-v3"}
r,l,t
-136.124349,100,0.03359
-136.493392,122,0.064199
-63.971389,112,0.091305
-83.039302,107,0.11785
-45.747765,70,0.134974
-71.839676,86,0.171532
-148.312912,103,0.196148
-133.015995,70,0.212811
-357.975231,122,0.243317
-350.71802,88,0.264938
-285.022724,135,0.315696
-277.660686,103,0.341512
-376.986313,91,0.363691
-222.807795,66,0.380155
-444.776028,82,0.400875
-103.284655,82,0.436481
-96.326082,66,0.453101
-285.044898,82,0.473782
-139.713849,83,0.493544
-204.957229,112,0.521995
-128.051024,73,0.539801
-213.145004,116,0.584997
-105.520965,105,0.611322
-203.772684,90,0.633503
-5.866148,133,0.667864
-425.587432,100,0.692687
-126.202685,67,0.724947
-61.94045,155,0.765174
-223.411723,87,0.78644
-111.446796,83,0.806587
-87.254393,79,0.825722
-166.881447,115,0.869658
-250.112818,104,0.896425
-314.463484,134,0.930069
-278.160498,68,0.946868
-117.640388,69,0.963546
-276.359172,88,0.985184
-116.741786,121,1.031725
-124.728713,112,1.058911
-347.796213,91,1.080911
-132.090243,83,1.100809
-156.313795,95,1.124366
-50.486955,93,1.163758
-299.94628,89,1.185732
-241.063305,103,1.21093
-203.266334,101,1.235796
-137.626297,111,1.263654
-201.127054,84,1.299198
-158.535637,83,1.319495
-79.258286,56,1.332609
-134.025753,119,1.362282
-385.254645,143,1.398736
-111.902479,89,1.435184
-134.003011,72,1.453403
-296.685505,109,1.480403
-351.366424,103,1.506183
-343.101488,106,1.532346
-73.353594,101,1.557254
-57.267069,113,1.6014
-42.912305,90,1.623101
-112.648118,79,1.642753
-87.05645,68,1.659952
-111.011354,112,1.687384
-309.389958,91,1.725947
-151.667214,94,1.749985
-424.239836,133,1.783735
-176.986896,89,1.805283
-118.847324,70,1.822114
-315.985111,92,1.844119
-302.647192,59,1.87405
-101.478186,72,1.891877
-311.147303,132,1.925305
-162.497702,122,1.956568
-211.414242,83,1.977447
-319.488104,110,2.022276
-122.651202,92,2.044901
-274.195225,113,2.073494
-104.019755,64,2.089351
-188.21177,114,2.118247
-87.95177,65,2.133638
-103.407012,81,2.169335
-132.304578,65,2.185265
-150.627652,98,2.209336
-215.939108,69,2.226542
-83.296306,95,2.25071
-248.695323,91,2.273061
-131.511898,86,2.310469
-23.795347,93,2.333759
-273.099592,105,2.359476
-208.774348,78,2.378821
-135.138814,114,2.40799
-106.120438,78,2.442374
-97.616774,105,2.469236
-94.95711,94,2.492405
-100.10391,88,2.514001
-66.026995,106,2.539698
-146.908299,112,2.582963
-78.471155,66,2.599605
-174.921047,68,2.61608
-262.299002,97,2.641313
-295.863014,67,2.657866
-126.170481,77,2.676519
-256.382629,130,2.724385
-125.177458,120,2.754618
-253.706543,127,2.786248
-359.497528,141,2.822944
-124.653041,99,2.847209
-379.682554,95,2.886403
-402.92885,99,2.910477
-97.634445,97,2.934455
-75.691108,91,2.956781
-128.881796,103,2.982011
-29.123798,135,3.033481
-282.194825,116,3.063073
-46.330538,79,3.082705
-156.008735,88,3.104487
-185.235971,91,3.127053
-84.595608,127,3.174511
-250.089137,100,3.199766
-41.579997,126,3.231715
-264.383563,103,3.256067
-68.713936,74,3.274822
-73.826511,77,3.3092
-84.581143,87,3.330821
-90.926809,70,3.34777
-272.003728,86,3.36866
-124.742019,91,3.391095
-181.775629,111,3.418566
-122.418311,63,3.449517
-149.299499,116,3.479321
-68.656562,84,3.500078
-146.534559,87,3.52101
-123.776711,117,3.549778
-322.603959,93,3.588418
-241.311701,102,3.614017
-280.076259,97,3.638044
-108.837816,69,3.654528
-211.860135,143,3.691277
-227.089495,127,3.738932
-91.79764,126,3.772105
-206.337585,128,3.804734
-304.464757,88,3.826107
-129.331139,78,3.845449
-7.935006,69,3.878115
-322.692545,121,3.909135
-123.83315,108,3.936641
-375.048039,92,3.959785
-190.572131,126,3.990952
-347.413343,83,4.027658
-257.461556,143,4.064636
-216.916307,101,4.090613
-80.307199,69,4.107446
-193.532453,75,4.126428
-340.839723,81,4.162482
-234.052032,99,4.186903
-46.998793,96,4.211003
-170.342016,62,4.226057
-265.145958,63,4.241813
-111.662203,101,4.266969
-145.357047,90,4.304718
-183.822804,115,4.334246
-145.912048,86,4.355455
-108.327781,107,4.381789
-308.391375,111,4.409786
-387.421095,90,4.431398
-316.037812,114,4.476606
-116.898828,73,4.493867
-138.852389,112,4.521838
-58.25477,91,4.544678
-245.768808,106,4.57146
-79.336857,115,4.615751
-118.891782,73,4.63369
-138.847881,126,4.665777
-220.635036,100,4.691221
-23.587564,94,4.714
-110.188058,86,4.751204
-86.928157,77,4.769551
-378.594625,108,4.796216
-213.59608,98,4.819681
-265.377607,121,4.85045
-86.896048,90,4.888474
-231.090353,104,4.914521
-141.140022,110,4.941816
-63.632815,110,4.969216
-82.372978,74,4.987457
-104.202181,77,5.021648
-154.44102,86,5.043387
-202.813523,76,5.063064
-328.006482,108,5.090279
-125.933602,118,5.120284
-136.88724,77,5.139249
-89.660849,70,5.172073
-46.69358,116,5.202102
9.388441,90,5.225226
-116.918891,67,5.24143
-128.059122,93,5.263771
-148.032033,105,5.289916
-209.77989,78,5.324924
-351.886533,86,5.346159
-436.313138,104,5.371398
-101.748741,113,5.400017
-327.903938,116,5.429872
-250.11713,95,5.468983
-144.330271,123,5.501092
-109.770354,70,5.518183
-170.850282,111,5.547459
-70.296995,80,5.567548
-91.543116,111,5.61068
-102.789883,126,5.643094
-66.697308,72,5.661491
-354.800252,89,5.683761
-118.525192,119,5.71414
-173.704313,120,5.760347
-45.017113,66,5.776549
-79.818618,86,5.797859
-69.942358,74,5.816397
-200.872664,112,5.844528
-200.495893,136,5.895838
-184.976228,140,5.93253
-219.812226,77,5.951519
-339.675687,108,5.978281
-130.723794,102,6.003655
-347.356395,88,6.040762
-182.66036,114,6.06906
-229.102525,140,6.105073
-69.865055,161,6.147362
-137.896084,100,6.187261
-101.047306,72,6.205028
-432.583114,130,6.237564
-185.898326,123,6.26903
-116.616533,94,6.2926
-337.915044,95,6.331698
-138.272825,118,6.361472
-185.922509,85,6.382688
-191.040603,118,6.412739
-285.970023,124,6.444231
-20.523873,95,6.48442
-106.143952,89,6.506823
-28.213333,73,6.524825
-206.30748,94,6.548247
-159.126083,115,6.577421
-76.269804,83,6.61359
-87.350472,65,6.629623
-168.14956,127,6.663053
-89.096451,66,6.679084
-176.222411,122,6.7105
-124.861737,86,6.732311
-247.165904,120,6.778906
-179.543349,100,6.804128
-285.743444,118,6.834581
-197.118665,122,6.865382
-169.173199,118,6.910784
-236.607715,127,6.942854
-89.03701,98,6.968058
-92.22922,106,6.994762
-146.337618,107,7.021834
-225.616404,113,7.066498
-54.374553,133,7.100683
-117.806834,73,7.11904
-102.686292,136,7.15329
-117.117077,99,7.178033
-73.626796,70,7.211385
-119.317449,108,7.238795
-187.121206,87,7.261142
-275.084464,142,7.298247
-125.388511,116,7.342593
-121.79044,79,7.362758
-118.646126,99,7.387881
-194.106807,117,7.41765
-225.593235,159,7.459686
-85.009122,153,7.51575
-79.892729,148,7.553722
-132.643575,125,7.585941
-108.068593,86,7.607074
-156.8805,54,7.635414
-234.658295,63,7.65154
-72.69029,67,7.668191
