evaluation_id,algorithm,episode_id,seed,total_reward,episode_length,outcome,success,truncated,final_step_reward,final_x,final_y,final_vx,final_vy,final_angle,final_angular_velocity,left_contact,right_contact,fuel_proxy,action_0_count,action_1_count,action_2_count,action_3_count
ppo_optimized_selection,PPO,0,5000,173.67986167798068,596,success,True,False,100.0,0.08695363998413086,-0.0008351946016773582,0.0,0.0,-0.00200760830193758,0.0,1.0,0.0,99.20999999999965,61,119,308,108
ppo_optimized_selection,PPO,1,5001,192.04643805332887,611,success,True,False,100.0,0.011309146881103516,-0.0007054829620756209,0.0,0.0,-0.0016998021164909005,0.0,1.0,1.0,107.21999999999959,52,114,335,110
ppo_optimized_selection,PPO,2,5002,205.4862351448042,607,success,True,False,100.0,-0.039090823382139206,-0.00048725842498242855,0.0,0.0,-0.007071674335747957,0.0,1.0,1.0,107.4899999999996,48,109,336,114
ppo_optimized_selection,PPO,3,5003,217.6294035948475,590,success,True,False,100.0,0.04744758456945419,-0.0007861280464567244,0.0,0.0,-0.002719633746892214,0.0,1.0,1.0,103.04999999999964,44,113,321,112
ppo_optimized_selection,PPO,4,5004,182.40778281333718,622,success,True,False,100.0,-0.014809226617217064,-0.0011292719282209873,0.0,0.0,-0.0014297551242634654,0.0,1.0,1.0,110.81999999999955,60,107,348,107
ppo_optimized_selection,PPO,5,5005,230.26923937352714,564,success,True,False,100.0,0.056087590754032135,4.3032170651713386e-05,0.0,0.0,0.0012027532793581486,0.0,1.0,1.0,96.20999999999968,39,116,298,111
ppo_optimized_selection,PPO,6,5006,217.3167693238413,557,success,True,False,100.0,0.05136461183428764,-0.0007082009105943143,0.0,0.0,0.0034011502284556627,0.0,1.0,1.0,98.18999999999964,47,103,307,100
ppo_optimized_selection,PPO,7,5007,193.23195445655415,574,success,True,False,100.0,0.04976854473352432,-0.0006069564842619002,0.0,0.0,0.004886378068476915,0.0,1.0,1.0,98.87999999999967,41,115,307,111
ppo_optimized_selection,PPO,8,5008,220.34030265123812,593,success,True,False,100.0,0.033463381230831146,-0.0004666590830311179,0.0,0.0,-0.0014708086382597685,0.0,1.0,1.0,103.04999999999963,47,109,321,116
ppo_optimized_selection,PPO,9,5009,232.2588242691547,524,success,True,False,100.0,0.1038275733590126,-0.0007368469377979636,0.0,0.0,0.0018982704496011138,0.0,1.0,1.0,92.2499999999997,32,103,287,102
ppo_optimized_selection,PPO,10,5010,189.53880129156738,663,success,True,False,100.0,-0.05492124706506729,-0.0008948826580308378,0.0,0.0,0.001516173710115254,0.0,1.0,1.0,115.1699999999995,82,115,362,104
ppo_optimized_selection,PPO,11,5011,183.80969763602337,629,success,True,False,100.0,0.005714130587875843,-0.0007029080297797918,0.0,0.0,0.0032621559221297503,0.0,1.0,1.0,108.41999999999958,57,120,338,114
ppo_optimized_selection,PPO,12,5012,230.8021946837351,523,success,True,False,100.0,0.05087222903966904,-0.0006828093319199979,0.0,0.0,-0.0004793549014721066,0.0,1.0,1.0,95.72999999999966,32,97,300,94
ppo_optimized_selection,PPO,13,5013,174.97734056161892,589,success,True,False,100.0,0.023703288286924362,-0.0008310818811878562,0.0,0.0,-0.00013664791185874492,0.0,1.0,1.0,103.40999999999961,40,113,322,114
ppo_optimized_selection,PPO,14,5014,207.83561228026286,556,success,True,False,100.0,0.11017656326293945,-3.611087959143333e-05,0.0,0.0,-0.0040473369881510735,0.0,0.0,1.0,88.67999999999974,66,106,274,110
ppo_optimized_selection,PPO,15,5015,195.24468456651167,598,success,True,False,100.0,0.026111697778105736,-0.0009884738828986883,0.0,0.0,-0.0023664457257837057,0.0,1.0,1.0,101.42999999999965,43,123,314,118
ppo_optimized_selection,PPO,16,5016,149.3505068791516,730,success,True,False,100.0,-0.10709095001220703,-0.0009968781378120184,0.0,0.0,-0.0029814038425683975,0.0,1.0,0.0,122.06999999999947,99,131,382,118
ppo_optimized_selection,PPO,17,5017,209.30359081593886,667,success,True,False,100.0,-0.032462310045957565,-0.0010598563821986318,0.0,0.0,0.002088732086122036,0.0,1.0,1.0,112.79999999999956,66,123,351,127
ppo_optimized_selection,PPO,18,5018,170.59024170265997,620,success,True,False,100.0,0.004147529602050781,-0.0008115553646348417,0.0,0.0,-0.0014660167507827282,0.0,1.0,1.0,104.63999999999962,57,118,325,120
ppo_optimized_selection,PPO,19,5019,184.17343148676775,632,success,True,False,100.0,-0.08380861580371857,-0.00118348840624094,0.0,0.0,0.0013849245151504874,0.0,1.0,1.0,110.87999999999957,59,116,347,110
ppo_optimized_selection,PPO,20,5020,107.17027492241985,1000,truncated,False,True,0.11115539375160324,0.17021265625953674,-0.014527085237205029,-0.001000200747512281,8.866252028383315e-05,-0.10653392225503922,0.0003261602541897446,1.0,1.0,95.57999999999991,334,282,280,104
ppo_optimized_selection,PPO,21,5021,246.31743542093022,588,success,True,False,100.0,0.0412418358027935,-0.0008622670429758728,0.0,0.0,-0.0012638191692531109,0.0,1.0,1.0,103.37999999999963,49,108,323,108
ppo_optimized_selection,PPO,22,5022,180.54417538630946,565,success,True,False,100.0,0.0938299149274826,-0.0004971289890818298,0.0,0.0,-2.4662958821863867e-05,0.0,1.0,1.0,98.12999999999965,39,111,305,110
ppo_optimized_selection,PPO,23,5023,200.34818888452486,602,success,True,False,100.0,0.011100387200713158,-0.0013337635900825262,0.0,0.0,2.7258896807325073e-05,0.0,1.0,1.0,101.84999999999964,60,115,317,110
ppo_optimized_selection,PPO,24,5024,211.73026108450907,562,success,True,False,100.0,0.06369276344776154,-0.0006977582233957946,0.0,0.0,0.0007334395777434111,0.0,1.0,1.0,96.08999999999968,41,112,298,111
ppo_optimized_selection,PPO,25,5025,207.72924570546257,557,success,True,False,100.0,0.07717599719762802,-0.0007745051407255232,0.0,0.0,0.0028345000464469194,0.0,1.0,1.0,96.62999999999968,36,110,300,111
ppo_optimized_selection,PPO,26,5026,189.68376019557184,636,success,True,False,100.0,-0.02717304229736328,-0.0014092230703681707,0.0,0.0,-0.0004929425776936114,0.0,1.0,1.0,109.19999999999958,65,118,341,112
ppo_optimized_selection,PPO,27,5027,157.40330164057895,624,success,True,False,100.0,-0.018648242577910423,-0.0009307169821113348,0.0,0.0,0.0008160049328580499,0.0,1.0,1.0,106.3499999999996,58,119,331,116
ppo_optimized_selection,PPO,28,5028,206.97063982353097,578,success,True,False,100.0,0.016349125653505325,-0.0011514091165736318,0.0,0.0,0.0022574032191187143,0.0,1.0,1.0,102.92999999999962,36,112,321,109
ppo_optimized_selection,PPO,29,5029,213.32660275845984,853,success,True,False,100.0,0.15546540915966034,-0.015230788849294186,0.0,0.0,-0.1109723448753357,0.0,1.0,1.0,100.8899999999999,145,292,295,121
ppo_optimized_selection,PPO,30,5030,159.02225375147043,527,success,True,False,100.0,0.17735615372657776,-0.0009356164955534041,0.0,0.0,-0.0026872511953115463,0.0,1.0,1.0,88.43999999999974,36,109,273,109
ppo_optimized_selection,PPO,31,5031,219.8824850464464,597,success,True,False,100.0,-0.060140322893857956,-0.0010132575407624245,0.0,0.0,3.4842236345866695e-05,0.0,1.0,1.0,106.88999999999957,58,105,336,98
ppo_optimized_selection,PPO,32,5032,216.31322984065065,583,success,True,False,100.0,0.08700837939977646,-0.0011228704825043678,0.0,0.0,-0.0018690833821892738,0.0,1.0,1.0,96.6599999999997,52,121,299,111
ppo_optimized_selection,PPO,33,5033,210.86203340588358,619,success,True,False,100.0,-0.012843322940170765,-0.0006726527353748679,0.0,0.0,-0.0013419415336102247,0.0,1.0,1.0,106.8599999999996,54,117,333,115
ppo_optimized_selection,PPO,34,5034,215.1477090057812,634,success,True,False,100.0,-0.0180542953312397,-0.0007559442310594022,0.0,0.0,-0.0027112553361803293,0.0,1.0,1.0,111.68999999999956,43,121,348,122
ppo_optimized_selection,PPO,35,5035,197.933104822931,634,success,True,False,100.0,-0.018443012610077858,-0.0010941886575892568,0.0,0.0,-0.0025610337033867836,0.0,1.0,1.0,109.16999999999958,55,120,340,119
ppo_optimized_selection,PPO,36,5036,195.2010492836925,649,success,True,False,100.0,-0.021532535552978516,-0.0013373398687690496,0.0,0.0,0.0010146967833861709,0.0,1.0,1.0,111.95999999999954,67,117,350,115
ppo_optimized_selection,PPO,37,5037,214.53346223357474,614,success,True,False,100.0,-0.025972461327910423,-0.0008607649942860007,0.0,0.0,0.00018643694056663662,0.0,1.0,1.0,107.1899999999996,47,114,334,119
ppo_optimized_selection,PPO,38,5038,228.6725119994735,658,success,True,False,100.0,0.005549430847167969,-0.0005241298931650817,0.0,0.0,0.0027574030682444572,0.0,1.0,1.0,111.77999999999957,46,134,346,132
ppo_optimized_selection,PPO,39,5039,176.16955302996277,570,success,True,False,100.0,0.049683380872011185,-0.0009114050772041082,0.0,0.0,0.0029407967813313007,0.0,1.0,1.0,100.25999999999964,36,113,312,109
ppo_optimized_selection,PPO,40,5040,229.55045413316847,626,success,True,False,100.0,-0.0036361694801598787,-0.0010138297220692039,0.0,0.0,-0.00024534345720894635,0.0,1.0,1.0,110.78999999999955,56,109,347,114
ppo_optimized_selection,PPO,41,5041,186.37927230144027,590,success,True,False,100.0,0.09483861923217773,-0.0007058405899442732,0.0,0.0,0.0007381893810816109,0.0,1.0,1.0,99.53999999999965,53,119,309,109
ppo_optimized_selection,PPO,42,5042,206.99584169001383,631,success,True,False,100.0,0.03820342943072319,-0.001005818834528327,0.0,0.0,-0.0002734938752837479,0.0,1.0,1.0,107.1899999999996,55,123,333,120
ppo_optimized_selection,PPO,43,5043,245.8427771761466,543,success,True,False,100.0,0.04225168377161026,-0.00025279761757701635,0.0,0.0,-0.0009301871759817004,0.0,1.0,1.0,96.29999999999966,42,105,301,95
ppo_optimized_selection,PPO,44,5044,222.3919560931814,612,success,True,False,100.0,0.007919025607407093,-0.0008556151296943426,0.0,0.0,-0.0042250617407262325,0.0,1.0,1.0,108.89999999999957,51,110,341,110
ppo_optimized_selection,PPO,45,5045,202.91973965164505,586,success,True,False,100.0,0.03192396089434624,-0.0009359025862067938,0.0,0.0,-0.0027930038049817085,0.0,1.0,1.0,105.29999999999959,55,103,331,97
ppo_optimized_selection,PPO,46,5046,196.63342022040086,592,success,True,False,100.0,0.007331752683967352,-0.0010008120443671942,0.0,0.0,0.0010429022368043661,0.0,1.0,1.0,105.4499999999996,47,111,330,104
ppo_optimized_selection,PPO,47,5047,163.4142108942786,690,success,True,False,100.0,-0.06952466815710068,-0.0009855771204456687,0.0,0.0,0.0028846801724284887,0.0,1.0,1.0,119.72999999999948,83,119,376,112
ppo_optimized_selection,PPO,48,5048,50.75573539374227,1000,truncated,False,True,-0.08974480278424224,0.1637926995754242,-0.01507969107478857,0.002051479183137417,-0.00017803916125558317,-0.10770640522241592,-0.0006810796330682933,1.0,1.0,98.78999999999994,290,314,287,109
ppo_optimized_selection,PPO,49,5049,171.764134331412,595,success,True,False,100.0,0.0562007911503315,-0.001228191889822483,0.0,0.0,-0.0007630764739587903,0.0,1.0,1.0,101.90999999999964,51,117,317,110
