#{"t_start": 1784297032.6906533, "env_id": "LunarLander-v3"}
r,l,t
-106.254321,124,0.034674
-441.741325,90,0.057032
-261.945753,67,0.073552
-293.760062,110,0.100613
-92.49788,80,0.119727
-353.419657,131,0.15224
-120.7044,94,0.174972
-1.750918,88,0.196803
-190.786528,89,0.218544
-111.980842,85,0.238622
-357.404621,80,0.258054
-65.12018,83,0.27814
-56.372969,111,0.305681
-293.102404,85,0.326679
-111.70474,73,0.34493
-122.949153,122,0.374181
-228.195444,73,0.391935
-278.774862,89,0.41375
-144.16378,66,0.429436
-69.757926,100,0.454458
-135.237578,58,0.468339
-409.548865,101,0.492293
-351.347109,101,0.826374
-478.809598,105,0.853082
-260.159719,104,0.879099
-87.219443,64,0.894691
-100.409105,92,0.91756
-180.489541,68,0.934018
-489.65681,101,0.959391
-170.488879,73,0.977271
-301.033305,89,0.998554
-486.380947,113,1.026404
-125.478053,100,1.050714
-277.099029,82,1.071132
-358.158412,87,1.092316
65.026077,1000,1.881184
-95.328243,70,1.898705
-216.715705,67,1.915164
-84.350514,68,1.931741
-77.468728,73,1.949723
-192.083479,91,1.971806
-77.028758,75,1.989899
-136.171749,72,2.007345
-221.591018,78,2.02616
-84.316749,61,2.040569
-457.263498,102,2.065579
-127.439145,96,2.089211
-259.477588,121,2.118594
-82.215353,116,2.146934
-260.821898,98,2.170549
-163.607228,110,2.198097
-432.862681,104,2.223538
-356.242207,124,2.254218
-231.39129,101,2.278801
-153.879642,80,2.297995
-581.153541,125,2.329872
-183.894547,100,2.354206
-260.545261,114,2.691578
-43.684478,74,2.710232
-413.878009,120,2.741329
-177.97918,123,2.772481
-125.543381,88,2.794082
-100.689227,116,2.823607
-185.16809,98,2.847775
-36.280078,69,2.864842
-236.683938,107,2.89157
-40.376719,116,2.919887
-5.811733,100,2.945575
-205.423668,98,2.970112
-166.991487,112,2.998039
-102.052842,82,3.018047
-89.575996,80,3.037999
11.654822,84,3.059342
-21.784129,121,3.090162
-240.566913,101,3.115283
-64.285575,74,3.133605
-326.27702,126,3.164878
-170.12079,116,3.504214
-80.111125,103,3.530925
-77.022183,84,3.55157
-61.675645,121,3.581618
-54.364205,103,3.607335
-259.792244,134,3.640929
-62.915037,77,3.660087
-126.263272,73,3.677849
-257.795995,124,3.70831
-297.38993,138,3.742764
-123.2534,104,3.768378
-270.186583,112,3.796756
-10.385452,140,3.83341
-311.879171,116,3.862864
-318.75681,118,3.892437
-88.54217,85,3.913514
-123.391042,115,3.942368
-77.7094,86,3.96407
-173.810201,142,3.9996
-37.678552,159,4.35419
-269.120152,128,4.386419
-89.419608,164,4.430237
-114.718778,69,4.447295
-224.262008,105,4.473291
-18.115102,90,4.495471
-310.482592,142,4.531374
-153.594623,133,4.56548
-101.625694,120,4.595642
-155.62623,132,4.629253
-199.174865,173,4.674727
-39.302126,111,4.70272
-87.804766,102,4.72925
-216.567724,113,4.757185
-279.096788,107,4.784141
-207.28733,106,4.810943
-107.269003,115,4.840287
-259.578648,109,5.176517
-73.37838,138,5.211407
-163.726802,106,5.23948
-17.3951,82,5.260345
-80.416717,82,5.280654
-437.228799,180,5.329365
-159.274879,128,5.362089
-100.163554,134,5.396785
-160.614623,103,5.422547
-235.456197,119,5.452966
-86.986139,101,5.478221
-279.494419,135,5.513329
-70.442795,140,5.54858
-138.393838,106,5.575691
-51.39317,104,5.602623
-239.93463,121,5.633682
-85.057143,133,5.668236
-78.204099,121,6.009614
-127.447139,86,6.031336
-47.339697,156,6.072572
47.516984,117,6.102901
-2.750514,96,6.127555
-32.413644,125,6.159415
-282.132201,202,6.214388
-156.472922,88,6.236653
-59.607641,149,6.274521
-108.043583,238,6.342195
-75.971919,135,6.37726
-215.315986,142,6.413408
-164.31228,161,6.456849
-266.551927,146,6.495079
-143.244855,123,6.526652
-194.510202,95,6.863646
-95.345028,240,6.934489
-121.479808,157,6.977701
